Year,Sexo,Edad,Residencia,Personas sin y con discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2016,,16 años y más,,,,,Barrundia,%,Barrundia,7.4
2010,,16 años y más,,,,,Barrundia,%,Barrundia,6.0
2021,,16 años y más,,,,,Barrundia,%,Barrundia,6.0
2020,,16 años y más,,,,,Barrundia,%,Barrundia,6.4
2016,,16 años y más,,,,,Basauri,%,Basauri,18.2
2019,,16 años y más,,,,,Basauri,%,Basauri,13.0
2015,,16 años y más,,,,,Basauri,%,Basauri,18.5
2020,,16 años y más,,,,,Basauri,%,Basauri,12.4
2018,,16 años y más,,,,,Basauri,%,Basauri,13.7
2010,,16 años y más,,,,,Basauri,%,Basauri,10.2
2021,,16 años y más,,,,,Basauri,%,Basauri,13.4
2019,,16 años y más,,,,,Beasain,%,Beasain,8.0
2015,,16 años y más,,,,,Beasain,%,Beasain,14.0
2018,,16 años y más,,,,,Beasain,%,Beasain,8.9
2020,,16 años y más,,,,,Beasain,%,Beasain,8.0
2010,,16 años y más,,,,,Beasain,%,Beasain,9.0
2016,,16 años y más,,,,,Beasain,%,Beasain,12.4
2021,,16 años y más,,,,,Beasain,%,Beasain,9.0
2021,,16 años y más,,,,,Bedia,%,Bedia,10.2
2010,,16 años y más,,,,,Bedia,%,Bedia,10.5
2016,,16 años y más,,,,,Bedia,%,Bedia,14.6
2020,,16 años y más,,,,,Bedia,%,Bedia,9.8
2019,,16 años y más,,,,,Bedia,%,Bedia,8.9
2018,,16 años y más,,,,,Bedia,%,Bedia,12.2
2015,,16 años y más,,,,,Bedia,%,Bedia,12.5
2018,,16 años y más,,,,,Beizama,%,Beizama,4.9
2019,,16 años y más,,,,,Beizama,%,Beizama,7.5
2015,,16 años y más,,,,,Beizama,%,Beizama,11.6
2010,,16 años y más,,,,,Beizama,%,Beizama,8.3
2021,,16 años y más,,,,,Beizama,%,Beizama,5.1
2020,,16 años y más,,,,,Beizama,%,Beizama,3.3
2016,,16 años y más,,,,,Beizama,%,Beizama,14.5
2016,,16 años y más,,,,,Belauntza,%,Belauntza,9.7
2019,,16 años y más,,,,,Belauntza,%,Belauntza,6.5
2010,,16 años y más,,,,,Belauntza,%,Belauntza,11.0
2018,,16 años y más,,,,,Belauntza,%,Belauntza,6.7
2021,,16 años y más,,,,,Belauntza,%,Belauntza,6.8
2015,,16 años y más,,,,,Belauntza,%,Belauntza,14.7
2020,,16 años y más,,,,,Belauntza,%,Belauntza,6.1
2016,,16 años y más,,,,,Berango,%,Berango,13.0
2019,,16 años y más,,,,,Berango,%,Berango,9.1
2010,,16 años y más,,,,,Berango,%,Berango,8.9
2018,,16 años y más,,,,,Berango,%,Berango,9.5
2021,,16 años y más,,,,,Berango,%,Berango,9.4
2020,,16 años y más,,,,,Berango,%,Berango,8.4
2015,,16 años y más,,,,,Berango,%,Berango,15.2
2021,,16 años y más,,,,,Berantevilla,%,Berantevilla,8.5
2016,,16 años y más,,,,,Berantevilla,%,Berantevilla,17.3
2019,,16 años y más,,,,,Berantevilla,%,Berantevilla,10.4
2020,,16 años y más,,,,,Berantevilla,%,Berantevilla,9.0
2010,,16 años y más,,,,,Berantevilla,%,Berantevilla,11.4
2018,,16 años y más,,,,,Berantevilla,%,Berantevilla,12.8
2015,,16 años y más,,,,,Berantevilla,%,Berantevilla,22.5
2021,,16 años y más,,,,,Berastegi,%,Berastegi,4.5
2020,,16 años y más,,,,,Berastegi,%,Berastegi,5.2
2016,,16 años y más,,,,,Berastegi,%,Berastegi,10.0
2015,,16 años y más,,,,,Berastegi,%,Berastegi,8.9
2018,,16 años y más,,,,,Berastegi,%,Berastegi,7.0
2010,,16 años y más,,,,,Berastegi,%,Berastegi,7.7
2019,,16 años y más,,,,,Berastegi,%,Berastegi,6.5
2016,,16 años y más,,,,,Bergara,%,Bergara,12.0
2015,,16 años y más,,,,,Bergara,%,Bergara,13.4
2021,,16 años y más,,,,,Bergara,%,Bergara,8.1
2019,,16 años y más,,,,,Bergara,%,Bergara,8.0
2018,,16 años y más,,,,,Bergara,%,Bergara,8.4
2020,,16 años y más,,,,,Bergara,%,Bergara,7.5
2010,,16 años y más,,,,,Bergara,%,Bergara,7.7
2018,,16 años y más,,,,,Bermeo,%,Bermeo,14.4
2015,,16 años y más,,,,,Bermeo,%,Bermeo,20.4
2019,,16 años y más,,,,,Bermeo,%,Bermeo,14.4
2020,,16 años y más,,,,,Bermeo,%,Bermeo,13.8
2016,,16 años y más,,,,,Bermeo,%,Bermeo,18.3
2010,,16 años y más,,,,,Bermeo,%,Bermeo,11.7
2021,,16 años y más,,,,,Bermeo,%,Bermeo,14.7
2021,,16 años y más,,,,,Bernedo,%,Bernedo,7.6
2010,,16 años y más,,,,,Bernedo,%,Bernedo,5.4
2019,,16 años y más,,,,,Bernedo,%,Bernedo,5.6
2016,,16 años y más,,,,,Bernedo,%,Bernedo,8.2
2020,,16 años y más,,,,,Bernedo,%,Bernedo,8.1
2015,,16 años y más,,,,,Bernedo,%,Bernedo,7.0
2018,,16 años y más,,,,,Bernedo,%,Bernedo,10.2
2016,,16 años y más,,,,,Berriatua,%,Berriatua,12.9
2018,,16 años y más,,,,,Berriatua,%,Berriatua,10.7
2019,,16 años y más,,,,,Berriatua,%,Berriatua,9.3
2010,,16 años y más,,,,,Berriatua,%,Berriatua,13.4
2015,,16 años y más,,,,,Berriatua,%,Berriatua,17.3
2020,,16 años y más,,,,,Berriatua,%,Berriatua,9.6
2021,,16 años y más,,,,,Berriatua,%,Berriatua,9.2
2016,,16 años y más,,,,,Berriz,%,Berriz,13.3
2021,,16 años y más,,,,,Berriz,%,Berriz,10.0
2020,,16 años y más,,,,,Berriz,%,Berriz,9.2
2019,,16 años y más,,,,,Berriz,%,Berriz,9.0
2018,,16 años y más,,,,,Berriz,%,Berriz,10.4
2010,,16 años y más,,,,,Berriz,%,Berriz,9.8
2015,,16 años y más,,,,,Berriz,%,Berriz,15.8
2020,,16 años y más,,,,,Berrobi,%,Berrobi,5.7
2016,,16 años y más,,,,,Berrobi,%,Berrobi,16.5
2010,,16 años y más,,,,,Berrobi,%,Berrobi,6.6
2015,,16 años y más,,,,,Berrobi,%,Berrobi,14.4
2018,,16 años y más,,,,,Berrobi,%,Berrobi,10.8
2019,,16 años y más,,,,,Berrobi,%,Berrobi,9.2
2021,,16 años y más,,,,,Berrobi,%,Berrobi,9.6
2021,,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.0
2010,,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.9
2018,,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.3
2015,,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.4
2020,,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.7
2019,,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.9
2016,,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.5
2021,,16 años y más,,,,,Bilbao,%,Bilbao,13.7
2019,,16 años y más,,,,,Bilbao,%,Bilbao,13.2
2010,,16 años y más,,,,,Bilbao,%,Bilbao,11.2
2016,,16 años y más,,,,,Bilbao,%,Bilbao,18.7
2015,,16 años y más,,,,,Bilbao,%,Bilbao,18.7
2020,,16 años y más,,,,,Bilbao,%,Bilbao,12.3
2018,,16 años y más,,,,,Bilbao,%,Bilbao,14.6
2015,,16 años y más,,,,,Busturia,%,Busturia,15.0
2021,,16 años y más,,,,,Busturia,%,Busturia,10.3
2019,,16 años y más,,,,,Busturia,%,Busturia,10.8
2016,,16 años y más,,,,,Busturia,%,Busturia,18.9
2020,,16 años y más,,,,,Busturia,%,Busturia,11.0
2010,,16 años y más,,,,,Busturia,%,Busturia,7.7
2018,,16 años y más,,,,,Busturia,%,Busturia,16.0
2020,,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,8.5
2019,,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,9.1
2015,,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,13.8
2021,,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,10.5
2010,,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,8.0
2018,,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,10.8
2016,,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,12.6
2015,,16 años y más,,,,,Deba,%,Deba,13.7
2021,,16 años y más,,,,,Deba,%,Deba,8.3
2010,,16 años y más,,,,,Deba,%,Deba,8.4
2020,,16 años y más,,,,,Deba,%,Deba,6.8
2016,,16 años y más,,,,,Deba,%,Deba,11.7
2018,,16 años y más,,,,,Deba,%,Deba,8.8
2019,,16 años y más,,,,,Deba,%,Deba,7.2
2018,,16 años y más,,,,,Derio,%,Derio,8.8
2021,,16 años y más,,,,,Derio,%,Derio,8.1
2020,,16 años y más,,,,,Derio,%,Derio,6.1
2016,,16 años y más,,,,,Derio,%,Derio,11.4
2015,,16 años y más,,,,,Derio,%,Derio,13.6
2019,,16 años y más,,,,,Derio,%,Derio,7.9
2010,,16 años y más,,,,,Derio,%,Derio,7.8
2016,,16 años y más,,,,,Dima,%,Dima,9.9
2010,,16 años y más,,,,,Dima,%,Dima,8.2
2021,,16 años y más,,,,,Dima,%,Dima,7.4
2015,,16 años y más,,,,,Dima,%,Dima,9.2
2020,,16 años y más,,,,,Dima,%,Dima,6.2
2019,,16 años y más,,,,,Dima,%,Dima,6.2
2018,,16 años y más,,,,,Dima,%,Dima,7.9
2015,,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,13.8
2019,,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.5
2016,,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,12.4
2010,,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.9
2020,,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.0
2018,,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.5
2021,,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.5
2018,,16 años y más,,,,,Durango,%,Durango,9.7
2010,,16 años y más,,,,,Durango,%,Durango,9.3
2015,,16 años y más,,,,,Durango,%,Durango,14.4
2021,,16 años y más,,,,,Durango,%,Durango,9.9
2020,,16 años y más,,,,,Durango,%,Durango,8.9
2019,,16 años y más,,,,,Durango,%,Durango,8.8
2016,,16 años y más,,,,,Durango,%,Durango,12.6
2021,,16 años y más,,,,,Ea,%,Ea,12.5
2020,,16 años y más,,,,,Ea,%,Ea,8.1
2010,,16 años y más,,,,,Ea,%,Ea,11.1
2019,,16 años y más,,,,,Ea,%,Ea,7.5
2015,,16 años y más,,,,,Ea,%,Ea,13.2
2018,,16 años y más,,,,,Ea,%,Ea,9.7
2016,,16 años y más,,,,,Ea,%,Ea,13.9
2010,,16 años y más,,,,,Eibar,%,Eibar,8.7
2016,,16 años y más,,,,,Eibar,%,Eibar,15.9
2015,,16 años y más,,,,,Eibar,%,Eibar,16.4
2019,,16 años y más,,,,,Eibar,%,Eibar,11.5
2020,,16 años y más,,,,,Eibar,%,Eibar,11.2
2018,,16 años y más,,,,,Eibar,%,Eibar,12.4
2021,,16 años y más,,,,,Eibar,%,Eibar,11.6
2021,,16 años y más,,,,,Elantxobe,%,Elantxobe,14.2
2019,,16 años y más,,,,,Elantxobe,%,Elantxobe,15.4
2015,,16 años y más,,,,,Elantxobe,%,Elantxobe,14.8
2010,,16 años y más,,,,,Elantxobe,%,Elantxobe,9.9
2020,,16 años y más,,,,,Elantxobe,%,Elantxobe,11.8
2016,,16 años y más,,,,,Elantxobe,%,Elantxobe,18.4
2018,,16 años y más,,,,,Elantxobe,%,Elantxobe,16.0
2016,,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,6.9
2010,,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,5.4
2021,,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,7.3
2018,,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,6.5
2015,,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,8.2
2020,,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,4.7
2019,,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,5.9
2016,,16 años y más,,,,,Elciego,%,Elciego,12.5
2020,,16 años y más,,,,,Elciego,%,Elciego,9.4
2021,,16 años y más,,,,,Elciego,%,Elciego,12.8
2018,,16 años y más,,,,,Elciego,%,Elciego,10.9
2019,,16 años y más,,,,,Elciego,%,Elciego,10.6
2010,,16 años y más,,,,,Elciego,%,Elciego,12.3
2015,,16 años y más,,,,,Elciego,%,Elciego,21.2
2020,,16 años y más,,,,,Elduain,%,Elduain,5.7
2018,,16 años y más,,,,,Elduain,%,Elduain,6.7
2021,,16 años y más,,,,,Elduain,%,Elduain,8.4
2019,,16 años y más,,,,,Elduain,%,Elduain,5.7
2015,,16 años y más,,,,,Elduain,%,Elduain,5.9
2010,,16 años y más,,,,,Elduain,%,Elduain,8.5
2016,,16 años y más,,,,,Elduain,%,Elduain,8.4
2018,,16 años y más,,,,,Elgeta,%,Elgeta,8.0
2016,,16 años y más,,,,,Elgeta,%,Elgeta,10.8
2020,,16 años y más,,,,,Elgeta,%,Elgeta,6.4
2015,,16 años y más,,,,,Elgeta,%,Elgeta,12.3
2021,,16 años y más,,,,,Elgeta,%,Elgeta,5.1
2019,,16 años y más,,,,,Elgeta,%,Elgeta,7.0
2010,,16 años y más,,,,,Elgeta,%,Elgeta,7.9
2019,,16 años y más,,,,,Elgoibar,%,Elgoibar,8.6
2016,,16 años y más,,,,,Elgoibar,%,Elgoibar,13.0
2021,,16 años y más,,,,,Elgoibar,%,Elgoibar,8.9
2015,,16 años y más,,,,,Elgoibar,%,Elgoibar,13.5
2018,,16 años y más,,,,,Elgoibar,%,Elgoibar,9.7
2010,,16 años y más,,,,,Elgoibar,%,Elgoibar,8.4
2020,,16 años y más,,,,,Elgoibar,%,Elgoibar,8.2
2018,,16 años y más,,,,,Elorrio,%,Elorrio,9.0
2020,,16 años y más,,,,,Elorrio,%,Elorrio,7.6
2021,,16 años y más,,,,,Elorrio,%,Elorrio,8.4
2016,,16 años y más,,,,,Elorrio,%,Elorrio,11.2
2010,,16 años y más,,,,,Elorrio,%,Elorrio,8.7
2015,,16 años y más,,,,,Elorrio,%,Elorrio,13.2
2019,,16 años y más,,,,,Elorrio,%,Elorrio,8.9
2016,,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,11.3
2021,,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,11.5
2019,,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,5.7
2015,,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,13.9
2010,,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.7
2020,,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.5
2018,,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.5
2015,,16 años y más,,,,,Erandio,%,Erandio,18.2
2019,,16 años y más,,,,,Erandio,%,Erandio,11.3
2021,,16 años y más,,,,,Erandio,%,Erandio,12.1
2020,,16 años y más,,,,,Erandio,%,Erandio,10.4
2010,,16 años y más,,,,,Erandio,%,Erandio,10.4
2018,,16 años y más,,,,,Erandio,%,Erandio,12.3
2016,,16 años y más,,,,,Erandio,%,Erandio,17.3
2019,,16 años y más,,,,,Ereño,%,Ereño,7.8
2010,,16 años y más,,,,,Ereño,%,Ereño,4.5
2021,,16 años y más,,,,,Ereño,%,Ereño,8.3
2020,,16 años y más,,,,,Ereño,%,Ereño,10.1
2015,,16 años y más,,,,,Ereño,%,Ereño,12.4
2018,,16 años y más,,,,,Ereño,%,Ereño,9.2
2016,,16 años y más,,,,,Ereño,%,Ereño,8.9
2019,,16 años y más,,,,,Ermua,%,Ermua,11.1
2010,,16 años y más,,,,,Ermua,%,Ermua,10.7
2020,,16 años y más,,,,,Ermua,%,Ermua,11.2
2016,,16 años y más,,,,,Ermua,%,Ermua,16.5
2018,,16 años y más,,,,,Ermua,%,Ermua,11.7
2015,,16 años y más,,,,,Ermua,%,Ermua,17.8
2021,,16 años y más,,,,,Ermua,%,Ermua,11.9
2019,,16 años y más,,,,,Errenteria,%,Errenteria,9.8
2021,,16 años y más,,,,,Errenteria,%,Errenteria,10.4
2020,,16 años y más,,,,,Errenteria,%,Errenteria,9.4
2016,,16 años y más,,,,,Errenteria,%,Errenteria,15.1
2018,,16 años y más,,,,,Errenteria,%,Errenteria,10.8
2015,,16 años y más,,,,,Errenteria,%,Errenteria,15.8
2010,,16 años y más,,,,,Errenteria,%,Errenteria,8.8
2016,,16 años y más,,,,,Errezil,%,Errezil,12.9
2021,,16 años y más,,,,,Errezil,%,Errezil,3.8
2020,,16 años y más,,,,,Errezil,%,Errezil,5.9
2018,,16 años y más,,,,,Errezil,%,Errezil,7.4
2015,,16 años y más,,,,,Errezil,%,Errezil,15.2
2019,,16 años y más,,,,,Errezil,%,Errezil,7.2
2010,,16 años y más,,,,,Errezil,%,Errezil,7.0
2019,,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,7.7
2010,,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.5
2015,,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,13.2
2018,,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,8.1
2020,,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,7.4
2021,,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,8.9
2016,,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,9.2
2016,,16 años y más,,,,,Errigoiti,%,Errigoiti,14.4
2021,,16 años y más,,,,,Errigoiti,%,Errigoiti,10.1
2019,,16 años y más,,,,,Errigoiti,%,Errigoiti,7.0
2015,,16 años y más,,,,,Errigoiti,%,Errigoiti,13.2
2020,,16 años y más,,,,,Errigoiti,%,Errigoiti,9.3
2018,,16 años y más,,,,,Errigoiti,%,Errigoiti,8.4
2010,,16 años y más,,,,,Errigoiti,%,Errigoiti,7.1
2010,,16 años y más,,,,,Eskoriatza,%,Eskoriatza,7.8
2020,,16 años y más,,,,,Eskoriatza,%,Eskoriatza,6.7
2019,,16 años y más,,,,,Eskoriatza,%,Eskoriatza,7.0
2015,,16 años y más,,,,,Eskoriatza,%,Eskoriatza,13.4
2021,,16 años y más,,,,,Eskoriatza,%,Eskoriatza,8.3
2016,,16 años y más,,,,,Eskoriatza,%,Eskoriatza,12.3
2018,,16 años y más,,,,,Eskoriatza,%,Eskoriatza,7.5
2016,,16 años y más,,,,,Etxebarri,%,Etxebarri,13.8
2020,,16 años y más,,,,,Etxebarri,%,Etxebarri,8.4
2018,,16 años y más,,,,,Etxebarri,%,Etxebarri,10.3
2019,,16 años y más,,,,,Etxebarri,%,Etxebarri,9.0
2010,,16 años y más,,,,,Etxebarri,%,Etxebarri,8.4
2021,,16 años y más,,,,,Etxebarri,%,Etxebarri,9.7
2015,,16 años y más,,,,,Etxebarri,%,Etxebarri,14.0
2019,,16 años y más,,,,,Etxebarria,%,Etxebarria,7.0
2020,,16 años y más,,,,,Etxebarria,%,Etxebarria,7.0
2021,,16 años y más,,,,,Etxebarria,%,Etxebarria,9.1
2015,,16 años y más,,,,,Etxebarria,%,Etxebarria,8.1
2010,,16 años y más,,,,,Etxebarria,%,Etxebarria,6.1
2018,,16 años y más,,,,,Etxebarria,%,Etxebarria,5.3
2016,,16 años y más,,,,,Etxebarria,%,Etxebarria,9.7
2019,,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.0
2018,,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,5.3
2010,,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.8
2020,,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.0
2015,,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.3
2016,,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,6.6
2021,,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,9.0
2021,,16 años y más,,,,,Forua,%,Forua,9.8
2019,,16 años y más,,,,,Forua,%,Forua,11.0
2020,,16 años y más,,,,,Forua,%,Forua,10.1
2015,,16 años y más,,,,,Forua,%,Forua,15.7
2016,,16 años y más,,,,,Forua,%,Forua,15.7
2018,,16 años y más,,,,,Forua,%,Forua,11.2
2010,,16 años y más,,,,,Forua,%,Forua,10.3
2010,,16 años y más,,,,,Fruiz,%,Fruiz,6.3
2015,,16 años y más,,,,,Fruiz,%,Fruiz,11.6
2021,,16 años y más,,,,,Fruiz,%,Fruiz,6.5
2016,,16 años y más,,,,,Fruiz,%,Fruiz,11.8
2020,,16 años y más,,,,,Fruiz,%,Fruiz,6.4
2019,,16 años y más,,,,,Fruiz,%,Fruiz,9.8
2018,,16 años y más,,,,,Fruiz,%,Fruiz,6.7
2018,,16 años y más,,,,,Gabiria,%,Gabiria,4.0
2010,,16 años y más,,,,,Gabiria,%,Gabiria,8.1
2015,,16 años y más,,,,,Gabiria,%,Gabiria,5.6
2020,,16 años y más,,,,,Gabiria,%,Gabiria,6.2
2016,,16 años y más,,,,,Gabiria,%,Gabiria,4.8
2019,,16 años y más,,,,,Gabiria,%,Gabiria,4.4
2021,,16 años y más,,,,,Gabiria,%,Gabiria,5.4
2021,,16 años y más,,,,,Gaintza,%,Gaintza,3.1
2018,,16 años y más,,,,,Gaintza,%,Gaintza,7.3
2019,,16 años y más,,,,,Gaintza,%,Gaintza,1.8
2010,,16 años y más,,,,,Gaintza,%,Gaintza,8.5
2016,,16 años y más,,,,,Gaintza,%,Gaintza,3.7
2020,,16 años y más,,,,,Gaintza,%,Gaintza,1.9
2015,,16 años y más,,,,,Gaintza,%,Gaintza,8.9
2018,,16 años y más,,,,,Galdakao,%,Galdakao,10.6
2021,,16 años y más,,,,,Galdakao,%,Galdakao,10.0
2010,,16 años y más,,,,,Galdakao,%,Galdakao,8.2
2015,,16 años y más,,,,,Galdakao,%,Galdakao,14.9
2020,,16 años y más,,,,,Galdakao,%,Galdakao,8.8
2016,,16 años y más,,,,,Galdakao,%,Galdakao,13.5
2019,,16 años y más,,,,,Galdakao,%,Galdakao,9.7
2021,,16 años y más,,,,,Galdames,%,Galdames,10.8
2016,,16 años y más,,,,,Galdames,%,Galdames,14.6
2018,,16 años y más,,,,,Galdames,%,Galdames,11.1
2015,,16 años y más,,,,,Galdames,%,Galdames,14.1
2020,,16 años y más,,,,,Galdames,%,Galdames,11.2
2019,,16 años y más,,,,,Galdames,%,Galdames,14.4
2010,,16 años y más,,,,,Galdames,%,Galdames,6.1
2019,,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,7.7
2010,,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,7.2
2018,,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,8.9
2016,,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,12.3
2021,,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,8.6
2020,,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,6.3
2015,,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,12.4
2010,,16 años y más,,,,,Garai,%,Garai,6.2
2015,,16 años y más,,,,,Garai,%,Garai,11.9
2016,,16 años y más,,,,,Garai,%,Garai,9.2
2021,,16 años y más,,,,,Garai,%,Garai,1.2
2018,,16 años y más,,,,,Garai,%,Garai,4.7
2019,,16 años y más,,,,,Garai,%,Garai,3.5
2020,,16 años y más,,,,,Garai,%,Garai,4.0
2021,,16 años y más,,,,,Gatika,%,Gatika,8.6
2020,,16 años y más,,,,,Gatika,%,Gatika,6.9
2019,,16 años y más,,,,,Gatika,%,Gatika,7.8
2018,,16 años y más,,,,,Gatika,%,Gatika,7.8
2010,,16 años y más,,,,,Gatika,%,Gatika,7.3
2016,,16 años y más,,,,,Gatika,%,Gatika,11.8
2015,,16 años y más,,,,,Gatika,%,Gatika,12.1
2021,,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.0
2020,,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,7.1
2019,,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,9.4
2018,,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,9.5
2015,,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,13.3
2010,,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,8.9
2016,,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,11.9
2016,,16 años y más,,,,,Gaztelu,%,Gaztelu,11.0
2015,,16 años y más,,,,,Gaztelu,%,Gaztelu,13.1
2021,,16 años y más,,,,,Gaztelu,%,Gaztelu,7.1
2020,,16 años y más,,,,,Gaztelu,%,Gaztelu,3.9
2019,,16 años y más,,,,,Gaztelu,%,Gaztelu,4.0
2010,,16 años y más,,,,,Gaztelu,%,Gaztelu,5.9
2018,,16 años y más,,,,,Gaztelu,%,Gaztelu,6.5
2010,,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,9.2
2018,,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,10.3
2019,,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,9.7
2016,,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,14.6
2021,,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,10.5
2015,,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,16.6
2020,,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,10.0
2020,,16 años y más,,,,,Getaria,%,Getaria,9.1
2018,,16 años y más,,,,,Getaria,%,Getaria,9.7
2015,,16 años y más,,,,,Getaria,%,Getaria,13.9
2019,,16 años y más,,,,,Getaria,%,Getaria,10.0
2010,,16 años y más,,,,,Getaria,%,Getaria,9.9
2021,,16 años y más,,,,,Getaria,%,Getaria,9.9
2016,,16 años y más,,,,,Getaria,%,Getaria,12.8
2018,,16 años y más,,,,,Getxo,%,Getxo,10.6
2010,,16 años y más,,,,,Getxo,%,Getxo,10.3
2020,,16 años y más,,,,,Getxo,%,Getxo,8.7
2015,,16 años y más,,,,,Getxo,%,Getxo,15.4
2016,,16 años y más,,,,,Getxo,%,Getxo,13.9
2021,,16 años y más,,,,,Getxo,%,Getxo,10.4
2019,,16 años y más,,,,,Getxo,%,Getxo,9.6
2010,,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,1.9
2018,,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,11.2
2021,,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,6.6
2016,,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,9.5
2015,,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,13.5
2019,,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,10.1
2020,,16 años y más,,,,,Gizaburuaga,%,Gizaburuaga,7.9
2016,,16 años y más,,,,,Gordexola,%,Gordexola,12.9
2015,,16 años y más,,,,,Gordexola,%,Gordexola,13.7
