Year,Trebetasun informatikoa,Sexua,Adina,Lurralde historikoa,Units,Value
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Araba / Álava,%,49.1
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Araba / Álava,%,52.82
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Araba / Álava,%,40.77
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Araba / Álava,%,51.08
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Araba / Álava,%,44.01
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Bizkaia,%,43.5
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Bizkaia,%,55.33
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Bizkaia,%,47.54
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Bizkaia,%,46.36
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Bizkaia,%,46.6
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Gipuzkoa,%,57.41
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Gipuzkoa,%,49.91
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Gipuzkoa,%,45.68
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Gipuzkoa,%,47.5
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Emakumea,25-74 urte,Gipuzkoa,%,44.98
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,,%,75.19
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,,%,84.76
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,,%,81.15
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,,%,87.5
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,,%,71.32
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Araba / Álava,%,79.3
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Araba / Álava,%,77.94
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Araba / Álava,%,81.76
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Araba / Álava,%,90.97
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Araba / Álava,%,80.13
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Bizkaia,%,82.32
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Bizkaia,%,87.43
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Bizkaia,%,72.02
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Bizkaia,%,87.19
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Bizkaia,%,68.91
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Gipuzkoa,%,72.44
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Gipuzkoa,%,85.47
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Gipuzkoa,%,70.81
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Gipuzkoa,%,91.14
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-24 urte,Gipuzkoa,%,78.83
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,,%,53.76
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,,%,53.2
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,,%,57.79
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,,%,51.9
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,,%,61.97
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Araba / Álava,%,54.78
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Araba / Álava,%,57.59
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Araba / Álava,%,52.16
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Araba / Álava,%,62.89
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Araba / Álava,%,46.11
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Bizkaia,%,62.2
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Bizkaia,%,55.31
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Bizkaia,%,54.22
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Bizkaia,%,56.96
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Bizkaia,%,53.39
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Gipuzkoa,%,61.18
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Gipuzkoa,%,52.06
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Gipuzkoa,%,50.86
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Gipuzkoa,%,59.22
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,16-74 urte,Gipuzkoa,%,52.26
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,,%,54.27
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,,%,58.31
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,,%,50.17
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,,%,50.64
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,,%,49.19
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Araba / Álava,%,40.86
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Araba / Álava,%,51.93
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Araba / Álava,%,53.03
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Araba / Álava,%,60.27
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Araba / Álava,%,48.99
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Bizkaia,%,53.8
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Bizkaia,%,58.94
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Bizkaia,%,51.86
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Bizkaia,%,51.34
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Bizkaia,%,51.79
2021,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Gipuzkoa,%,56.37
2019,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Gipuzkoa,%,48.09
2022,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Gipuzkoa,%,48.14
2023,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Gipuzkoa,%,49.59
2020,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",Gizona,25-74 urte,Gipuzkoa,%,55.62
2023,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,,%,76.57
2022,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,,%,81.06
2020,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,,%,87.51
2021,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,,%,88.68
2019,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,,%,83.37
2021,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Araba / Álava,%,89.74
2023,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Araba / Álava,%,72.3
2020,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Araba / Álava,%,92.37
2019,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Araba / Álava,%,82.82
2022,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Araba / Álava,%,79.48
2019,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Bizkaia,%,84.86
2020,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Bizkaia,%,87.06
2021,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Bizkaia,%,87.12
2022,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Bizkaia,%,82.17
2023,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Bizkaia,%,76.02
2023,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Gipuzkoa,%,79.31
2020,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Gipuzkoa,%,85.98
2022,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Gipuzkoa,%,80.0
2021,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Gipuzkoa,%,90.48
2019,Softwarea edo aplikazioak instalatzea (app-ak),,16-24 urte,Gipuzkoa,%,81.54
2022,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,,%,54.02
2023,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,,%,51.59
2021,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,,%,64.64
2019,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,,%,53.92
2020,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,,%,58.78
2021,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Araba / Álava,%,65.84
2022,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Araba / Álava,%,53.04
2023,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Araba / Álava,%,52.49
2019,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Araba / Álava,%,54.49
2020,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Araba / Álava,%,57.26
2020,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Bizkaia,%,58.33
2021,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Bizkaia,%,64.32
2022,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Bizkaia,%,54.54
2023,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Bizkaia,%,51.9
2019,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Bizkaia,%,55.18
2023,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Gipuzkoa,%,50.67
2022,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Gipuzkoa,%,53.61
2020,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Gipuzkoa,%,60.23
2021,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Gipuzkoa,%,64.61
2019,Softwarea edo aplikazioak instalatzea (app-ak),,16-74 urte,Gipuzkoa,%,51.65
2019,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,,%,50.6
2022,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,,%,50.45
2023,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,,%,48.28
2021,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,,%,61.41
2020,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,,%,55.22
2022,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Araba / Álava,%,49.88
2019,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Araba / Álava,%,51.29
2020,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Araba / Álava,%,52.86
2023,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Araba / Álava,%,49.75
2021,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Araba / Álava,%,62.57
2023,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Bizkaia,%,48.86
2022,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Bizkaia,%,50.94
2021,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Bizkaia,%,61.42
2020,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Bizkaia,%,54.9
2019,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Bizkaia,%,52.06
2021,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Gipuzkoa,%,60.86
2019,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Gipuzkoa,%,47.92
2020,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Gipuzkoa,%,56.86
2022,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Gipuzkoa,%,49.91
2023,Softwarea edo aplikazioak instalatzea (app-ak),,25-74 urte,Gipuzkoa,%,46.67
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,,%,86.8
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,,%,79.65
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,,%,78.54
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,,%,86.29
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,,%,85.71
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Araba / Álava,%,78.39
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Araba / Álava,%,91.87
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Araba / Álava,%,84.23
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Araba / Álava,%,83.47
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Araba / Álava,%,82.37
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Bizkaia,%,86.82
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Bizkaia,%,88.51
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Bizkaia,%,80.29
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Bizkaia,%,79.72
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Bizkaia,%,86.71
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Gipuzkoa,%,82.04
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Gipuzkoa,%,80.06
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Gipuzkoa,%,86.55
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Gipuzkoa,%,85.17
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-24 urte,Gipuzkoa,%,74.19
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,,%,56.7
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,,%,51.89
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,,%,49.01
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,,%,61.24
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,,%,50.6
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Araba / Álava,%,61.97
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Araba / Álava,%,50.18
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Araba / Álava,%,55.84
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Araba / Álava,%,52.49
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Araba / Álava,%,49.85
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Bizkaia,%,51.54
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Bizkaia,%,52.2
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Bizkaia,%,56.85
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Bizkaia,%,60.56
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Bizkaia,%,49.35
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Gipuzkoa,%,56.86
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Gipuzkoa,%,46.88
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Gipuzkoa,%,62.05
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Gipuzkoa,%,52.17
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,16-74 urte,Gipuzkoa,%,49.41
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,,%,46.69
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,,%,53.16
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,,%,48.51
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,,%,45.18
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,,%,58.11
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Araba / Álava,%,45.81
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Araba / Álava,%,46.44
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Araba / Álava,%,59.26
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Araba / Álava,%,51.71
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Araba / Álava,%,49.41
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Bizkaia,%,47.91
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Bizkaia,%,57.31
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Bizkaia,%,45.68
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Bizkaia,%,48.69
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Bizkaia,%,53.23
2020,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Gipuzkoa,%,53.72
2023,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Gipuzkoa,%,42.39
2022,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Gipuzkoa,%,49.21
2019,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Gipuzkoa,%,45.07
2021,Softwarea edo aplikazioak instalatzea (app-ak),Emakumea,25-74 urte,Gipuzkoa,%,58.89
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,,%,73.67
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,,%,81.0
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,,%,83.51
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,,%,90.82
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,,%,88.17
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Araba / Álava,%,76.66
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Araba / Álava,%,92.8
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Araba / Álava,%,82.04
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Araba / Álava,%,67.59
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Araba / Álava,%,94.25
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Bizkaia,%,82.9
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Bizkaia,%,85.69
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Bizkaia,%,84.03
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Bizkaia,%,87.52
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Bizkaia,%,72.42
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Gipuzkoa,%,78.05
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Gipuzkoa,%,89.68
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Gipuzkoa,%,93.67
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Gipuzkoa,%,78.58
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-24 urte,Gipuzkoa,%,85.47
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,,%,54.26
