Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2015,Eguzki-energia termikoa,,,Erandio,Watts per capita,Erandio,19.2
2013,Eguzki-energia termikoa,,,Erandio,Watts per capita,Erandio,19.1
2010,Eguzki-energia termikoa,,,Erandio,Watts per capita,Erandio,18.8
2020,Eguzki-energia termikoa,,,Erandio,Watts per capita,Erandio,22.5
2012,Eguzki-energia termikoa,,,Erandio,Watts per capita,Erandio,18.7
2011,Eguzki-energia termikoa,,,Erandio,Watts per capita,Erandio,18.8
2016,Eguzki-energia termikoa,,,Erandio,Watts per capita,Erandio,19.1
2017,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2023,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2014,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2021,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2011,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2019,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2022,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2020,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2018,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2015,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2013,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2010,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2016,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2012,Eguzki-energia termikoa,,,Ereño,Watts per capita,Ereño,0.0
2022,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,18.0
2012,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,16.6
2020,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,17.8
2017,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,17.5
2015,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,16.8
2023,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,18.0
2021,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,18.0
2019,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,17.6
2016,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,16.7
2013,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,16.7
2011,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,16.5
2014,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,16.8
2010,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,16.5
2018,Eguzki-energia termikoa,,,Ermua,Watts per capita,Ermua,17.6
2022,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,4.6
2011,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.2
2020,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,4.6
2015,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.2
2013,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.2
2017,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.3
2023,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,4.6
2021,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,4.6
2019,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.3
2018,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.3
2016,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.2
2014,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.2
2012,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.2
2010,Eguzki-energia termikoa,,,Errenteria,Watts per capita,Errenteria,0.2
2020,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,30.8
2021,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,31.6
2010,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,29.6
2023,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,30.6
2012,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,29.3
2013,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,29.9
2018,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,28.7
2022,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,30.7
2019,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,29.0
2017,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,28.4
2016,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,28.7
2014,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,30.2
2011,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,29.0
2015,Eguzki-energia termikoa,,,Errezil,Watts per capita,Errezil,29.8
2022,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,17.8
2012,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,7.0
2015,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,17.4
2018,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,17.2
2013,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,7.1
2020,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,16.4
2011,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,6.8
2014,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,16.7
2010,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,7.0
2019,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,17.3
2017,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,17.4
2016,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,17.5
2023,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,17.5
2021,Eguzki-energia termikoa,,,Erriberagoitia / Ribera Alta,Watts per capita,Erriberagoitia / Ribera Alta,19.4
2011,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,13.6
2022,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,33.1
2019,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,34.3
2017,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,23.1
2014,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,20.9
2023,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,33.0
2021,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,33.2
2018,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,23.6
2015,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,23.1
2013,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,14.2
2010,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,13.0
2016,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,23.0
2012,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,13.8
2020,Eguzki-energia termikoa,,,Errigoiti,Watts per capita,Errigoiti,34.5
2020,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,31.2
2021,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,31.0
2014,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,31.4
2018,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,31.7
2010,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,30.4
2012,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,30.0
2023,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,30.4
2022,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,30.8
2017,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,31.5
2015,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,31.5
2013,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,29.8
2011,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,30.2
2016,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,31.5
2019,Eguzki-energia termikoa,,,Eskoriatza,Watts per capita,Eskoriatza,31.4
2017,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,1.3
2023,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,4.1
2012,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,0.0
2020,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,4.2
2015,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,0.0
2010,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,0.0
2021,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,4.1
2019,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,4.2
2016,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,1.3
2013,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,0.0
2011,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,0.0
2014,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,0.0
2022,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,4.0
2018,Eguzki-energia termikoa,,,Etxebarri,Watts per capita,Etxebarri,4.2
2019,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,21.7
2016,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,12.4
2014,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,12.7
2021,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,23.0
2012,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,12.2
2023,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,23.6
2020,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,22.9
2017,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,12.2
2015,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,12.9
2013,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,12.4
2011,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,12.2
2018,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,21.6
2010,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,12.1
2022,Eguzki-energia termikoa,,,Etxebarria,Watts per capita,Etxebarria,23.3
2020,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,28.2
2015,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,20.4
2010,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,16.2
2021,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,28.4
2017,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,24.4
2022,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,28.7
2019,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,28.4
2018,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,28.0
2016,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,20.0
2014,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,20.2
2011,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,20.6
2013,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,20.4
2012,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,20.6
2023,Eguzki-energia termikoa,,,Ezkio-Itsaso,Watts per capita,Ezkio-Itsaso,29.4
2019,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,23.2
2017,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,22.7
2014,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,12.6
2022,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,22.6
2023,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,21.8
2021,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,22.8
2018,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,22.9
2015,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,12.8
2013,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,6.9
2010,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,6.8
2016,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,22.7
2012,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,6.8
2020,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,22.8
2011,Eguzki-energia termikoa,,,Forua,Watts per capita,Forua,6.9
2015,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,10.7
2018,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,33.1
2023,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,31.2
2013,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,10.8
2021,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,32.8
2010,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,12.8
2022,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,32.6
2019,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,32.2
2017,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,32.9
2014,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,10.6
2011,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,11.2
2012,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,10.9
2020,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,32.8
2016,Eguzki-energia termikoa,,,Fruiz,Watts per capita,Fruiz,10.9
2010,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,28.4
2019,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,49.1
2018,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,43.9
2016,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,43.4
2021,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,48.0
2012,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,28.2
2014,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,38.3
2023,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,46.8
2022,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,47.5
2020,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,47.9
2017,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,43.9
2015,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,38.5
2013,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,33.9
2011,Eguzki-energia termikoa,,,Gabiria,Watts per capita,Gabiria,28.5
2010,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2017,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2019,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2012,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2022,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2016,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2023,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2021,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2020,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2018,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2015,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2013,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2011,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2014,Eguzki-energia termikoa,,,Gaintza,Watts per capita,Gaintza,0.0
2013,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,1.5
2021,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,7.7
2011,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,1.4
2019,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,7.6
2016,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,2.6
2023,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,9.1
2020,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,7.7
2017,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,3.3
2015,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,1.9
2012,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,1.4
2010,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,1.2
2018,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,7.7
2014,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,1.9
2022,Eguzki-energia termikoa,,,Galdakao,Watts per capita,Galdakao,7.7
2019,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2010,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2017,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2014,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2022,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2012,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2023,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2021,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2018,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2015,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2013,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2011,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2016,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2020,Eguzki-energia termikoa,,,Galdames,Watts per capita,Galdames,0.0
2013,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.9
2015,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.7
2023,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.5
2020,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.5
2011,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,4.5
2017,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.6
2021,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.4
2019,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.7
2016,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.6
2014,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.9
2012,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,7.1
2022,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.4
2010,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,4.5
2018,Eguzki-energia termikoa,,,Gamiz-Fika,Watts per capita,Gamiz-Fika,13.5
2011,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,0.0
2021,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,46.4
2016,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,9.6
2023,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,45.3
2018,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,46.3
2014,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,9.3
2022,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,46.6
2019,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,46.4
2017,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,47.3
2015,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,9.3
2013,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,9.5
2010,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,0.0
2020,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,47.0
2012,Eguzki-energia termikoa,,,Garai,Watts per capita,Garai,0.0
2010,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,16.4
2022,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,20.7
2013,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,16.0
2020,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,20.1
2018,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,20.4
2015,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,15.6
2023,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,20.6
2021,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,20.5
2019,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,20.4
2017,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,20.2
2014,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,15.7
2011,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,16.0
2012,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,16.0
2016,Eguzki-energia termikoa,,,Gatika,Watts per capita,Gatika,15.4
2019,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,12.8
2016,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,12.8
2023,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,12.0
2013,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,10.3
2021,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,12.2
2011,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,11.8
2022,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,11.9
2020,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,12.4
2017,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,12.6
2015,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,12.6
2012,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,10.0
2018,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,12.6
2010,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,3.4
2014,Eguzki-energia termikoa,,,Gautegiz Arteaga,Watts per capita,Gautegiz Arteaga,10.6
2020,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,40.2
2015,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,36.4
2012,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,0.0
2023,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,40.9
2017,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,35.9
2021,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,40.0
2019,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,35.7
2016,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,35.1
2013,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,0.0
2011,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,0.0
2014,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,35.5
2022,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,40.9
2018,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,36.1
2010,Eguzki-energia termikoa,,,Gaztelu,Watts per capita,Gaztelu,0.0
2023,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,9.5
2016,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.5
2018,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.5
2014,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.6
2011,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.5
2021,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,9.6
2022,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,9.5
2019,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,7.0
2017,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.5
2015,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.5
2013,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.6
2010,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.7
2020,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,9.5
2012,Eguzki-energia termikoa,,,Gernika-Lumo,Watts per capita,Gernika-Lumo,6.5
2012,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.9
2015,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.9
2023,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.8
2010,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.9
2013,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.9
2017,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.8
