Year,Lanbidea,Lan-egoera,Sexua,Lurralde historikoa,Units,Value
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.4
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.5
2024,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,88.7
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.2
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.6
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.4
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,1.4
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.4
2016,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,83.9
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.1
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.2
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.6
2021,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,88.5
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,88.0
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,87.2
2023,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,88.9
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,82.0
2011,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,76.5
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,86.5
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.4
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,78.1
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,85.2
2015,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,82.6
2013,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,78.5
2019,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,85.8
2022,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,88.4
2020,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,87.5
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,88.1
2012,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,78.0
2010,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,75.0
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.4
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,1.0
2018,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,86.8
2017,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,85.5
2014,Erizaintzako eta obstetriziako profesionalak,,,Araba / Álava,10.000 biztanleko,80.7
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,88.5
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,87.7
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,85.6
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.2
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,83.5
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,77.4
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,80.6
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,74.4
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,75.1
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,80.7
2016,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,73.2
2015,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,72.1
2012,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,68.6
2019,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,75.8
2014,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,70.3
2023,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,80.7
2011,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,67.8
2021,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,79.0
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,74.1
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,73.2
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,67.8
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,79.0
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2018,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,75.1
2024,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,82.0
2022,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,79.3
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,79.3
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,82.0
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,78.2
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,74.1
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,72.1
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,75.1
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,68.6
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,75.8
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,70.3
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,65.4
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Bizkaia,10.000 biztanleko,69.0
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2020,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,78.2
2013,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,69.0
2010,Erizaintzako eta obstetriziako profesionalak,,,Bizkaia,10.000 biztanleko,65.4
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,69.9
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,71.2
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,69.0
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,71.9
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,76.0
2011,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,70.5
2020,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,75.2
2016,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,72.4
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,75.7
2014,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,71.2
2015,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,71.9
2021,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,75.7
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2019,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,73.4
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,25.5
2013,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,69.9
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,75.2
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,77.2
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,73.4
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,78.4
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,72.4
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,72.0
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,69.9
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,70.5
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,20.2
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2024,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,98.6
2012,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,69.9
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,72.1
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2023,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,102.8
2010,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,69.0
2022,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,76.0
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,72.1
2018,Erizaintzako eta obstetriziako profesionalak,,,Gipuzkoa,10.000 biztanleko,72.0
2015,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,129.6
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.2
2012,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,123.5
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,137.2
2014,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,127.3
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,12.2
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.4
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,123.3
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2024,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,152.8
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2018,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,132.7
2010,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,120.9
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,129.5
2017,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,131.8
2023,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,153.7
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,132.6
2021,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,137.3
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.2
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,130.8
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,139.0
2016,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,130.9
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2020,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,136.2
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,137.3
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,127.3
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,122.4
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,131.7
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,133.2
2013,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,125.0
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,14.6
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2022,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,137.4
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,120.7
2011,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,122.8
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,140.6
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,136.1
2019,Erizaintzako eta obstetriziako profesionalak,,Emakumea,,10.000 biztanleko,133.3
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,,10.000 biztanleko,124.8
2012,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,142.7
2022,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,154.9
2024,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,154.2
2010,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,137.3
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,154.1
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.7
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.2
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.6
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.7
2023,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,155.2
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.7
2018,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,155.1
2010,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.1
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.6
2011,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,2.7
2019,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.4
2017,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,153.4
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.5
2011,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,140.3
2015,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,149.5
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.1
2014,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,146.3
2013,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,143.0
2021,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,155.0
2020,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,154.7
2010,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,136.2
2015,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.0
2013,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.8
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,152.4
2019,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,152.3
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,154.6
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,154.4
2016,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Araba / Álava,10.000 biztanleko,151.0
2011,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,137.6
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,154.5
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,150.3
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,148.5
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,152.9
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,141.5
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,146.1
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,154.2
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,152.0
2020,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.6
2017,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.5
2013,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,142.2
2013,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,118.2
2020,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,131.5
2014,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,120.3
2011,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,116.4
2017,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,126.3
2021,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,132.8
2016,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2012,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,117.6
2012,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2017,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,126.3
2014,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,120.3
2024,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,137.0
2012,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,117.6
2022,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,132.8
2018,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,127.7
2019,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,128.3
2014,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2023,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2021,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2022,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2024,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2018,Erizaintzako eta obstetriziako profesionalak,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2016,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,124.8
2010,Erizaintzako eta obstetriziako profesionalak,,Emakumea,Bizkaia,10.000 biztanleko,112.4
2024,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,137.0
2022,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,132.8
2021,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,132.8
2020,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,131.5
2016,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,124.8
2018,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,127.7
2023,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,135.0
2015,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,123.2
2019,Erizaintzako eta obstetriziako profesionalak,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,128.3
