Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2017,,,Mutriku,%,Mutriku,2.2
2021,,,Mutriku,%,Mutriku,2.4
2015,,,Mutriku,%,Mutriku,1.9
2018,,,Mutriku,%,Mutriku,2.1
2016,,,Mutriku,%,Mutriku,2.0
2016,,,Muxika,%,Muxika,7.0
2020,,,Muxika,%,Muxika,7.1
2022,,,Muxika,%,Muxika,9.4
2014,,,Muxika,%,Muxika,5.8
2018,,,Muxika,%,Muxika,6.0
2015,,,Muxika,%,Muxika,6.6
2017,,,Muxika,%,Muxika,6.6
2019,,,Muxika,%,Muxika,7.2
2021,,,Muxika,%,Muxika,8.1
2019,,,Nabarniz,%,Nabarniz,13.1
2017,,,Nabarniz,%,Nabarniz,11.9
2022,,,Nabarniz,%,Nabarniz,21.7
2014,,,Nabarniz,%,Nabarniz,10.1
2018,,,Nabarniz,%,Nabarniz,11.6
2020,,,Nabarniz,%,Nabarniz,13.8
2016,,,Nabarniz,%,Nabarniz,12.7
2015,,,Nabarniz,%,Nabarniz,11.1
2021,,,Nabarniz,%,Nabarniz,17.7
2016,,,Navaridas,%,Navaridas,33.7
2015,,,Navaridas,%,Navaridas,29.8
2019,,,Navaridas,%,Navaridas,33.2
2018,,,Navaridas,%,Navaridas,37.5
2020,,,Navaridas,%,Navaridas,31.6
2022,,,Navaridas,%,Navaridas,29.1
2017,,,Navaridas,%,Navaridas,32.7
2021,,,Navaridas,%,Navaridas,34.6
2014,,,Navaridas,%,Navaridas,23.4
2014,,,Oiartzun,%,Oiartzun,0.4
2018,,,Oiartzun,%,Oiartzun,0.2
2022,,,Oiartzun,%,Oiartzun,0.3
2015,,,Oiartzun,%,Oiartzun,0.4
2016,,,Oiartzun,%,Oiartzun,0.3
2017,,,Oiartzun,%,Oiartzun,0.3
2019,,,Oiartzun,%,Oiartzun,0.3
2020,,,Oiartzun,%,Oiartzun,0.2
2021,,,Oiartzun,%,Oiartzun,0.3
2019,,,Okondo,%,Okondo,3.4
2020,,,Okondo,%,Okondo,3.8
2021,,,Okondo,%,Okondo,6.8
2014,,,Okondo,%,Okondo,4.8
2016,,,Okondo,%,Okondo,4.6
2015,,,Okondo,%,Okondo,3.9
2018,,,Okondo,%,Okondo,4.3
2017,,,Okondo,%,Okondo,4.8
2022,,,Okondo,%,Okondo,7.8
2014,,,Olaberria,%,Olaberria,0.2
2015,,,Olaberria,%,Olaberria,0.2
2017,,,Olaberria,%,Olaberria,0.2
2018,,,Olaberria,%,Olaberria,0.2
2019,,,Olaberria,%,Olaberria,0.2
2021,,,Olaberria,%,Olaberria,0.2
2022,,,Olaberria,%,Olaberria,0.2
2020,,,Olaberria,%,Olaberria,0.2
2016,,,Olaberria,%,Olaberria,0.2
2022,,,Ondarroa,%,Ondarroa,7.2
2021,,,Ondarroa,%,Ondarroa,9.9
2018,,,Ondarroa,%,Ondarroa,14.3
2015,,,Ondarroa,%,Ondarroa,17.3
2019,,,Ondarroa,%,Ondarroa,16.7
2014,,,Ondarroa,%,Ondarroa,13.3
2016,,,Ondarroa,%,Ondarroa,17.6
2020,,,Ondarroa,%,Ondarroa,12.2
2017,,,Ondarroa,%,Ondarroa,16.6
2015,,,Oñati,%,Oñati,0.6
2019,,,Oñati,%,Oñati,0.6
2014,,,Oñati,%,Oñati,0.7
2016,,,Oñati,%,Oñati,0.6
2017,,,Oñati,%,Oñati,0.7
2018,,,Oñati,%,Oñati,0.5
2020,,,Oñati,%,Oñati,0.6
2021,,,Oñati,%,Oñati,0.6
2022,,,Oñati,%,Oñati,0.9
2015,,,Ordizia,%,Ordizia,0.1
2016,,,Ordizia,%,Ordizia,0.1
2019,,,Ordizia,%,Ordizia,0.1
2014,,,Ordizia,%,Ordizia,0.1
2018,,,Ordizia,%,Ordizia,0.1
2017,,,Ordizia,%,Ordizia,0.1
2022,,,Ordizia,%,Ordizia,0.2
2021,,,Ordizia,%,Ordizia,0.1
2020,,,Ordizia,%,Ordizia,0.1
2022,,,Orendain,%,Orendain,13.0
2021,,,Orendain,%,Orendain,11.9
2014,,,Orendain,%,Orendain,14.6
2017,,,Orendain,%,Orendain,13.7
2016,,,Orendain,%,Orendain,14.1
2015,,,Orendain,%,Orendain,12.4
2020,,,Orendain,%,Orendain,12.7
2019,,,Orendain,%,Orendain,11.7
2018,,,Orendain,%,Orendain,10.7
2015,,,Orexa,%,Orexa,8.4
2021,,,Orexa,%,Orexa,11.8
2017,,,Orexa,%,Orexa,11.7
2014,,,Orexa,%,Orexa,6.3
2016,,,Orexa,%,Orexa,10.1
2018,,,Orexa,%,Orexa,10.1
2019,,,Orexa,%,Orexa,12.3
2020,,,Orexa,%,Orexa,11.7
2022,,,Orexa,%,Orexa,12.8
2016,,,Orio,%,Orio,5.9
2020,,,Orio,%,Orio,3.8
2022,,,Orio,%,Orio,5.0
2015,,,Orio,%,Orio,5.3
2017,,,Orio,%,Orio,7.8
2018,,,Orio,%,Orio,7.8
2019,,,Orio,%,Orio,6.5
2021,,,Orio,%,Orio,4.9
2014,,,Orio,%,Orio,4.9
2015,,,Ormaiztegi,%,Ormaiztegi,0.2
2014,,,Ormaiztegi,%,Ormaiztegi,0.3
2016,,,Ormaiztegi,%,Ormaiztegi,0.2
2017,,,Ormaiztegi,%,Ormaiztegi,0.3
2018,,,Ormaiztegi,%,Ormaiztegi,0.2
2020,,,Ormaiztegi,%,Ormaiztegi,0.3
2021,,,Ormaiztegi,%,Ormaiztegi,0.6
2022,,,Ormaiztegi,%,Ormaiztegi,0.6
2019,,,Ormaiztegi,%,Ormaiztegi,0.3
2014,,,Orozko,%,Orozko,2.1
2022,,,Orozko,%,Orozko,4.1
2021,,,Orozko,%,Orozko,3.1
2019,,,Orozko,%,Orozko,2.0
2017,,,Orozko,%,Orozko,2.3
2016,,,Orozko,%,Orozko,2.6
2018,,,Orozko,%,Orozko,1.9
2020,,,Orozko,%,Orozko,2.5
2015,,,Orozko,%,Orozko,2.2
2020,,,Ortuella,%,Ortuella,0.1
2017,,,Ortuella,%,Ortuella,0.1
2015,,,Ortuella,%,Ortuella,0.1
2021,,,Ortuella,%,Ortuella,0.1
2019,,,Ortuella,%,Ortuella,0.1
2014,,,Ortuella,%,Ortuella,0.1
2016,,,Ortuella,%,Ortuella,0.1
2018,,,Ortuella,%,Ortuella,0.1
2022,,,Ortuella,%,Ortuella,0.1
2017,,,Otxandio,%,Otxandio,0.8
2014,,,Otxandio,%,Otxandio,1.0
2022,,,Otxandio,%,Otxandio,1.2
2020,,,Otxandio,%,Otxandio,0.8
2015,,,Otxandio,%,Otxandio,0.9
2019,,,Otxandio,%,Otxandio,0.7
2021,,,Otxandio,%,Otxandio,0.9
2016,,,Otxandio,%,Otxandio,0.8
2018,,,Otxandio,%,Otxandio,0.7
2019,,,Oyón-Oion,%,Oyón-Oion,7.6
2015,,,Oyón-Oion,%,Oyón-Oion,4.3
2014,,,Oyón-Oion,%,Oyón-Oion,3.2
2017,,,Oyón-Oion,%,Oyón-Oion,6.1
2016,,,Oyón-Oion,%,Oyón-Oion,5.3
2021,,,Oyón-Oion,%,Oyón-Oion,6.8
2018,,,Oyón-Oion,%,Oyón-Oion,8.0
2020,,,Oyón-Oion,%,Oyón-Oion,5.9
2022,,,Oyón-Oion,%,Oyón-Oion,4.9
2017,,,Pasaia,%,Pasaia,2.2
2014,,,Pasaia,%,Pasaia,2.5
2015,,,Pasaia,%,Pasaia,2.7
2016,,,Pasaia,%,Pasaia,2.7
2018,,,Pasaia,%,Pasaia,2.8
2019,,,Pasaia,%,Pasaia,4.2
2020,,,Pasaia,%,Pasaia,3.9
2022,,,Pasaia,%,Pasaia,3.2
2021,,,Pasaia,%,Pasaia,2.9
2014,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,26.2
2022,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,33.7
2016,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,28.1
2020,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,31.0
2018,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,27.6
2017,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,27.0
2019,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,29.4
2021,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,36.5
2015,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,25.7
2017,,,Plentzia,%,Plentzia,1.4
2018,,,Plentzia,%,Plentzia,1.4
2021,,,Plentzia,%,Plentzia,1.5
2015,,,Plentzia,%,Plentzia,2.6
2014,,,Plentzia,%,Plentzia,2.5
2016,,,Plentzia,%,Plentzia,2.1
2020,,,Plentzia,%,Plentzia,1.6
2022,,,Plentzia,%,Plentzia,1.0
2019,,,Plentzia,%,Plentzia,1.2
2014,,,Portugalete,%,Portugalete,0.0
2018,,,Portugalete,%,Portugalete,0.0
2016,,,Portugalete,%,Portugalete,0.0
2022,,,Portugalete,%,Portugalete,0.0
2015,,,Portugalete,%,Portugalete,0.0
2017,,,Portugalete,%,Portugalete,0.0
2019,,,Portugalete,%,Portugalete,0.0
2021,,,Portugalete,%,Portugalete,0.0
2020,,,Portugalete,%,Portugalete,0.0
2020,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.2
2022,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.1
2016,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.3
2014,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.1
2018,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.6
2015,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.1
2017,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.4
2019,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.3
2021,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,1.4
2016,,,Samaniego,%,Samaniego,17.2
2020,,,Samaniego,%,Samaniego,11.1
2014,,,Samaniego,%,Samaniego,9.4
2018,,,Samaniego,%,Samaniego,18.3
2022,,,Samaniego,%,Samaniego,8.4
2015,,,Samaniego,%,Samaniego,14.6
2017,,,Samaniego,%,Samaniego,16.2
2019,,,Samaniego,%,Samaniego,15.0
2021,,,Samaniego,%,Samaniego,10.4
2021,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,18.2
2014,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,18.6
2022,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,17.1
2016,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,20.9
2019,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,17.9
2017,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,19.1
2018,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,20.0
2015,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,19.5
2020,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,17.3
2020,,,Santurtzi,%,Santurtzi,0.3
2022,,,Santurtzi,%,Santurtzi,0.1
2014,,,Santurtzi,%,Santurtzi,0.2
2018,,,Santurtzi,%,Santurtzi,0.2
2015,,,Santurtzi,%,Santurtzi,0.2
2017,,,Santurtzi,%,Santurtzi,0.2
2019,,,Santurtzi,%,Santurtzi,0.3
2021,,,Santurtzi,%,Santurtzi,0.2
2016,,,Santurtzi,%,Santurtzi,0.2
2021,,,Segura,%,Segura,2.7
2018,,,Segura,%,Segura,1.8
2014,,,Segura,%,Segura,2.0
2016,,,Segura,%,Segura,1.9
2022,,,Segura,%,Segura,3.0
2019,,,Segura,%,Segura,2.2
2017,,,Segura,%,Segura,2.2
2015,,,Segura,%,Segura,2.1
2020,,,Segura,%,Segura,2.2
2014,,,Sestao,%,Sestao,0.0
2016,,,Sestao,%,Sestao,0.0
2020,,,Sestao,%,Sestao,0.0
2022,,,Sestao,%,Sestao,0.0
2018,,,Sestao,%,Sestao,0.0
2015,,,Sestao,%,Sestao,0.0
2017,,,Sestao,%,Sestao,0.0
2019,,,Sestao,%,Sestao,0.0
2021,,,Sestao,%,Sestao,0.0
2017,,,Sondika,%,Sondika,0.1
2019,,,Sondika,%,Sondika,0.1
2014,,,Sondika,%,Sondika,0.1
2021,,,Sondika,%,Sondika,0.1
2015,,,Sondika,%,Sondika,0.1
2016,,,Sondika,%,Sondika,0.1
2018,,,Sondika,%,Sondika,0.1
2022,,,Sondika,%,Sondika,0.1
2020,,,Sondika,%,Sondika,0.1
2017,,,Sopela,%,Sopela,0.4
2019,,,Sopela,%,Sopela,0.2
2015,,,Sopela,%,Sopela,0.6
2014,,,Sopela,%,Sopela,0.7
2016,,,Sopela,%,Sopela,0.4
2018,,,Sopela,%,Sopela,0.3
2020,,,Sopela,%,Sopela,0.2
2022,,,Sopela,%,Sopela,0.2
2021,,,Sopela,%,Sopela,0.2
2016,,,Sopuerta,%,Sopuerta,3.3
2020,,,Sopuerta,%,Sopuerta,3.5
2018,,,Sopuerta,%,Sopuerta,3.5
2014,,,Sopuerta,%,Sopuerta,4.0
2022,,,Sopuerta,%,Sopuerta,6.7
2015,,,Sopuerta,%,Sopuerta,3.0
2017,,,Sopuerta,%,Sopuerta,3.6
2019,,,Sopuerta,%,Sopuerta,3.8
2021,,,Sopuerta,%,Sopuerta,5.1
2016,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,0.5
2020,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,0.6
2015,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,0.4
2017,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,0.6
2019,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,0.6
2021,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,0.8
2018,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,0.5
2014,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,0.4
2022,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,1.0
2014,,,Sukarrieta,%,Sukarrieta,0.4
2015,,,Sukarrieta,%,Sukarrieta,0.4
2020,,,Sukarrieta,%,Sukarrieta,1.1
2018,,,Sukarrieta,%,Sukarrieta,0.9
2016,,,Sukarrieta,%,Sukarrieta,0.6
2017,,,Sukarrieta,%,Sukarrieta,1.0
2019,,,Sukarrieta,%,Sukarrieta,1.2
2021,,,Sukarrieta,%,Sukarrieta,1.4
2022,,,Sukarrieta,%,Sukarrieta,1.3
2014,,,Tolosa,%,Tolosa,0.4
2018,,,Tolosa,%,Tolosa,0.3
2016,,,Tolosa,%,Tolosa,0.3
2021,,,Tolosa,%,Tolosa,0.3
2022,,,Tolosa,%,Tolosa,0.3
2015,,,Tolosa,%,Tolosa,0.4
2019,,,Tolosa,%,Tolosa,0.3
2017,,,Tolosa,%,Tolosa,0.3
2020,,,Tolosa,%,Tolosa,0.3
2021,,,Trucios-Turtzioz,%,Trucios-Turtzioz,13.7
2019,,,Trucios-Turtzioz,%,Trucios-Turtzioz,11.9
2017,,,Trucios-Turtzioz,%,Trucios-Turtzioz,9.7
2015,,,Trucios-Turtzioz,%,Trucios-Turtzioz,7.5
2014,,,Trucios-Turtzioz,%,Trucios-Turtzioz,9.0
2016,,,Trucios-Turtzioz,%,Trucios-Turtzioz,8.9
2018,,,Trucios-Turtzioz,%,Trucios-Turtzioz,10.4
2020,,,Trucios-Turtzioz,%,Trucios-Turtzioz,11.9
2022,,,Trucios-Turtzioz,%,Trucios-Turtzioz,17.2
2015,,,Ubide,%,Ubide,3.2
2018,,,Ubide,%,Ubide,3.5
2022,,,Ubide,%,Ubide,5.6
2014,,,Ubide,%,Ubide,4.0
2020,,,Ubide,%,Ubide,4.9
2017,,,Ubide,%,Ubide,3.8
2019,,,Ubide,%,Ubide,4.4
2021,,,Ubide,%,Ubide,5.2
2016,,,Ubide,%,Ubide,3.7
2014,,,Ugao-Miraballes,%,Ugao-Miraballes,0.3
2018,,,Ugao-Miraballes,%,Ugao-Miraballes,0.3
2022,,,Ugao-Miraballes,%,Ugao-Miraballes,0.4
2017,,,Ugao-Miraballes,%,Ugao-Miraballes,0.3
2020,,,Ugao-Miraballes,%,Ugao-Miraballes,0.3
2016,,,Ugao-Miraballes,%,Ugao-Miraballes,0.3
2015,,,Ugao-Miraballes,%,Ugao-Miraballes,0.3
2019,,,Ugao-Miraballes,%,Ugao-Miraballes,0.3
2021,,,Ugao-Miraballes,%,Ugao-Miraballes,0.4
2015,,,Urduliz,%,Urduliz,0.3
2021,,,Urduliz,%,Urduliz,0.2
2019,,,Urduliz,%,Urduliz,0.2
2014,,,Urduliz,%,Urduliz,0.3
2016,,,Urduliz,%,Urduliz,0.4
2018,,,Urduliz,%,Urduliz,0.2
2020,,,Urduliz,%,Urduliz,0.2
2022,,,Urduliz,%,Urduliz,0.2
2017,,,Urduliz,%,Urduliz,0.3
2016,,,Urduña / Orduña,%,Urduña / Orduña,3.4
2022,,,Urduña / Orduña,%,Urduña / Orduña,4.2
2020,,,Urduña / Orduña,%,Urduña / Orduña,4.4
2018,,,Urduña / Orduña,%,Urduña / Orduña,3.4
2015,,,Urduña / Orduña,%,Urduña / Orduña,3.1
2017,,,Urduña / Orduña,%,Urduña / Orduña,3.7
2019,,,Urduña / Orduña,%,Urduña / Orduña,3.8
2021,,,Urduña / Orduña,%,Urduña / Orduña,4.1
2014,,,Urduña / Orduña,%,Urduña / Orduña,3.5
2018,,,Urkabustaiz,%,Urkabustaiz,5.8
2014,,,Urkabustaiz,%,Urkabustaiz,8.2
2016,,,Urkabustaiz,%,Urkabustaiz,4.0
2015,,,Urkabustaiz,%,Urkabustaiz,5.9
2020,,,Urkabustaiz,%,Urkabustaiz,3.7
2022,,,Urkabustaiz,%,Urkabustaiz,7.2
2017,,,Urkabustaiz,%,Urkabustaiz,5.5
2019,,,Urkabustaiz,%,Urkabustaiz,4.0
2021,,,Urkabustaiz,%,Urkabustaiz,3.2
2020,,,Urnieta,%,Urnieta,0.5
2016,,,Urnieta,%,Urnieta,0.5
2019,,,Urnieta,%,Urnieta,0.5
2021,,,Urnieta,%,Urnieta,0.5
2017,,,Urnieta,%,Urnieta,0.5
2015,,,Urnieta,%,Urnieta,0.5
2018,,,Urnieta,%,Urnieta,0.4
2014,,,Urnieta,%,Urnieta,0.5
2022,,,Urnieta,%,Urnieta,0.5
2014,,,Urretxu,%,Urretxu,0.2
2019,,,Urretxu,%,Urretxu,0.3
2022,,,Urretxu,%,Urretxu,0.3
2015,,,Urretxu,%,Urretxu,0.2
2018,,,Urretxu,%,Urretxu,0.2
2017,,,Urretxu,%,Urretxu,0.3
2016,,,Urretxu,%,Urretxu,0.2
2020,,,Urretxu,%,Urretxu,0.2
2021,,,Urretxu,%,Urretxu,0.3
2018,,,Usurbil,%,Usurbil,0.4
2022,,,Usurbil,%,Usurbil,0.5
2014,,,Usurbil,%,Usurbil,0.4
2020,,,Usurbil,%,Usurbil,0.5
2015,,,Usurbil,%,Usurbil,0.5
2016,,,Usurbil,%,Usurbil,0.5
2019,,,Usurbil,%,Usurbil,0.5
2017,,,Usurbil,%,Usurbil,0.6
2021,,,Usurbil,%,Usurbil,0.5
2022,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,16.1
2014,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,20.3
2017,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,16.6
2015,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,17.4
2019,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,17.8
2021,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,19.5
2016,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,16.9
2018,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,17.3
2020,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,16.8
2016,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.0
2014,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.1
2022,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.1
2020,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.0
2015,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.0
2017,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.0
2019,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.0
2021,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.0
2018,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,0.0
2021,,,Villabona,%,Villabona,0.5
2016,,,Villabona,%,Villabona,0.5
2020,,,Villabona,%,Villabona,0.5
2014,,,Villabona,%,Villabona,0.5
2015,,,Villabona,%,Villabona,0.5
2019,,,Villabona,%,Villabona,0.5
2018,,,Villabona,%,Villabona,0.4
2022,,,Villabona,%,Villabona,0.6
2017,,,Villabona,%,Villabona,0.5
2022,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,9.7
2014,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,9.8
2019,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,12.0
2015,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,13.3
2020,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,12.8
2017,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,12.1
2016,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,13.4
2021,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,13.1
2018,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,14.3
2016,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.2
2021,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.2
2017,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.2
2015,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.2
2014,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.2
2019,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.2
2018,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.2
2020,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.1
2022,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,0.1
2019,,,Yécora / Iekora,%,Yécora / Iekora,51.0
2015,,,Yécora / Iekora,%,Yécora / Iekora,33.9
2021,,,Yécora / Iekora,%,Yécora / Iekora,57.5
2016,,,Yécora / Iekora,%,Yécora / Iekora,40.2
2017,,,Yécora / Iekora,%,Yécora / Iekora,46.2
2014,,,Yécora / Iekora,%,Yécora / Iekora,29.4
2018,,,Yécora / Iekora,%,Yécora / Iekora,53.3
2020,,,Yécora / Iekora,%,Yécora / Iekora,49.2
2022,,,Yécora / Iekora,%,Yécora / Iekora,50.0
2014,,,Zaldibar,%,Zaldibar,0.5
2019,,,Zaldibar,%,Zaldibar,0.4
2015,,,Zaldibar,%,Zaldibar,0.5
2021,,,Zaldibar,%,Zaldibar,0.5
2016,,,Zaldibar,%,Zaldibar,0.5
2018,,,Zaldibar,%,Zaldibar,0.4
2020,,,Zaldibar,%,Zaldibar,0.5
2022,,,Zaldibar,%,Zaldibar,0.7
2017,,,Zaldibar,%,Zaldibar,0.4
2021,,,Zaldibia,%,Zaldibia,2.7
2014,,,Zaldibia,%,Zaldibia,2.0
2022,,,Zaldibia,%,Zaldibia,2.7
2017,,,Zaldibia,%,Zaldibia,2.8
2016,,,Zaldibia,%,Zaldibia,2.3
2015,,,Zaldibia,%,Zaldibia,2.2
2020,,,Zaldibia,%,Zaldibia,2.6
2019,,,Zaldibia,%,Zaldibia,2.6
2018,,,Zaldibia,%,Zaldibia,2.2
2015,,,Zalduondo,%,Zalduondo,24.2
2018,,,Zalduondo,%,Zalduondo,22.3
2016,,,Zalduondo,%,Zalduondo,22.4
2022,,,Zalduondo,%,Zalduondo,20.9
2014,,,Zalduondo,%,Zalduondo,26.5
2020,,,Zalduondo,%,Zalduondo,20.6
2017,,,Zalduondo,%,Zalduondo,19.8
2019,,,Zalduondo,%,Zalduondo,21.4
2021,,,Zalduondo,%,Zalduondo,24.8
2020,,,Zalla,%,Zalla,0.7
2018,,,Zalla,%,Zalla,0.7
2016,,,Zalla,%,Zalla,0.9
2014,,,Zalla,%,Zalla,0.8
2022,,,Zalla,%,Zalla,1.3
2015,,,Zalla,%,Zalla,1.0
2021,,,Zalla,%,Zalla,1.0
2017,,,Zalla,%,Zalla,0.8
2019,,,Zalla,%,Zalla,0.7
2022,,,Zambrana,%,Zambrana,12.4
2021,,,Zambrana,%,Zambrana,14.1
2017,,,Zambrana,%,Zambrana,21.0
2014,,,Zambrana,%,Zambrana,26.2
2015,,,Zambrana,%,Zambrana,29.2
2019,,,Zambrana,%,Zambrana,18.2
2016,,,Zambrana,%,Zambrana,24.9
2018,,,Zambrana,%,Zambrana,19.4
2020,,,Zambrana,%,Zambrana,14.2
2018,,,Zamudio,%,Zamudio,0.1
2020,,,Zamudio,%,Zamudio,0.1
2022,,,Zamudio,%,Zamudio,0.1
2015,,,Zamudio,%,Zamudio,0.1
2017,,,Zamudio,%,Zamudio,0.1
2021,,,Zamudio,%,Zamudio,0.1
2016,,,Zamudio,%,Zamudio,0.1
2019,,,Zamudio,%,Zamudio,0.1
2014,,,Zamudio,%,Zamudio,0.1
2015,,,Zaratamo,%,Zaratamo,1.1
2017,,,Zaratamo,%,Zaratamo,1.2
2022,,,Zaratamo,%,Zaratamo,1.1
2021,,,Zaratamo,%,Zaratamo,1.1
2019,,,Zaratamo,%,Zaratamo,1.1
2014,,,Zaratamo,%,Zaratamo,1.2
2018,,,Zaratamo,%,Zaratamo,1.0
2016,,,Zaratamo,%,Zaratamo,1.3
2020,,,Zaratamo,%,Zaratamo,1.1
2017,,,Zarautz,%,Zarautz,0.5
2020,,,Zarautz,%,Zarautz,0.4
2016,,,Zarautz,%,Zarautz,0.4
2015,,,Zarautz,%,Zarautz,0.5
2014,,,Zarautz,%,Zarautz,0.4
2019,,,Zarautz,%,Zarautz,0.4
2018,,,Zarautz,%,Zarautz,0.4
2022,,,Zarautz,%,Zarautz,0.4
2021,,,Zarautz,%,Zarautz,0.5
2018,,,Zeanuri,%,Zeanuri,6.4
2015,,,Zeanuri,%,Zeanuri,9.1
2019,,,Zeanuri,%,Zeanuri,7.3
2014,,,Zeanuri,%,Zeanuri,6.0
2022,,,Zeanuri,%,Zeanuri,13.3
2017,,,Zeanuri,%,Zeanuri,7.2
2016,,,Zeanuri,%,Zeanuri,9.1
2021,,,Zeanuri,%,Zeanuri,10.1
2020,,,Zeanuri,%,Zeanuri,7.7
2014,,,Zeberio,%,Zeberio,11.4
2022,,,Zeberio,%,Zeberio,19.6
2018,,,Zeberio,%,Zeberio,9.7
2017,,,Zeberio,%,Zeberio,10.0
2021,,,Zeberio,%,Zeberio,15.6
2016,,,Zeberio,%,Zeberio,12.0
2015,,,Zeberio,%,Zeberio,10.8
2019,,,Zeberio,%,Zeberio,11.4
2020,,,Zeberio,%,Zeberio,11.1
2020,,,Zegama,%,Zegama,2.4
2022,,,Zegama,%,Zegama,4.0
2016,,,Zegama,%,Zegama,2.4
