Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2021,,16 urte eta gehiago,,,,,Aramaio,%,Aramaio,5.7
2018,,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,9.0
2010,,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,8.1
2015,,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,13.2
2020,,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,7.5
2021,,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,10.0
2016,,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,9.9
2019,,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,7.2
2016,,16 urte eta gehiago,,,,,Areatza,%,Areatza,16.3
2010,,16 urte eta gehiago,,,,,Areatza,%,Areatza,7.5
2015,,16 urte eta gehiago,,,,,Areatza,%,Areatza,15.2
2018,,16 urte eta gehiago,,,,,Areatza,%,Areatza,12.6
2019,,16 urte eta gehiago,,,,,Areatza,%,Areatza,10.4
2020,,16 urte eta gehiago,,,,,Areatza,%,Areatza,8.8
2021,,16 urte eta gehiago,,,,,Areatza,%,Areatza,11.1
2015,,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,11.8
2010,,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,7.7
2020,,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,6.8
2016,,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,9.5
2021,,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,6.6
2018,,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,7.5
2019,,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,7.8
2015,,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,14.9
2018,,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,7.6
2021,,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,9.9
2020,,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,6.7
2019,,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,7.9
2010,,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,8.1
2016,,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,12.1
2016,,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,8.9
2019,,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,5.1
2010,,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,5.3
2015,,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,10.4
2021,,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,6.7
2020,,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,4.3
2018,,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,7.2
2016,,16 urte eta gehiago,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,12.7
2021,,16 urte eta gehiago,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,8.4
2020,,16 urte eta gehiago,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,9.4
2019,,16 urte eta gehiago,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,9.3
2010,,16 urte eta gehiago,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,7.6
2018,,16 urte eta gehiago,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,9.2
2015,,16 urte eta gehiago,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,14.4
2021,,16 urte eta gehiago,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,10.5
2020,,16 urte eta gehiago,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,9.1
2015,,16 urte eta gehiago,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,15.6
2016,,16 urte eta gehiago,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,14.5
2018,,16 urte eta gehiago,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,10.2
2010,,16 urte eta gehiago,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,8.9
2019,,16 urte eta gehiago,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,10.2
2019,,16 urte eta gehiago,,,,,Arratzu,%,Arratzu,6.3
2021,,16 urte eta gehiago,,,,,Arratzu,%,Arratzu,6.6
2015,,16 urte eta gehiago,,,,,Arratzu,%,Arratzu,7.8
2010,,16 urte eta gehiago,,,,,Arratzu,%,Arratzu,5.2
2018,,16 urte eta gehiago,,,,,Arratzu,%,Arratzu,8.0
2016,,16 urte eta gehiago,,,,,Arratzu,%,Arratzu,12.1
2020,,16 urte eta gehiago,,,,,Arratzu,%,Arratzu,5.3
2015,,16 urte eta gehiago,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,9.3
2018,,16 urte eta gehiago,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,6.9
2021,,16 urte eta gehiago,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,6.8
2019,,16 urte eta gehiago,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,7.0
2016,,16 urte eta gehiago,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,7.3
2020,,16 urte eta gehiago,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,6.7
2010,,16 urte eta gehiago,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,5.7
2020,,16 urte eta gehiago,,,,,Arrieta,%,Arrieta,8.1
2015,,16 urte eta gehiago,,,,,Arrieta,%,Arrieta,10.0
2019,,16 urte eta gehiago,,,,,Arrieta,%,Arrieta,6.9
2018,,16 urte eta gehiago,,,,,Arrieta,%,Arrieta,7.2
2010,,16 urte eta gehiago,,,,,Arrieta,%,Arrieta,7.7
2021,,16 urte eta gehiago,,,,,Arrieta,%,Arrieta,6.8
2016,,16 urte eta gehiago,,,,,Arrieta,%,Arrieta,10.2
2020,,16 urte eta gehiago,,,,,Arrigorriaga,%,Arrigorriaga,10.5
2021,,16 urte eta gehiago,,,,,Arrigorriaga,%,Arrigorriaga,11.3
2016,,16 urte eta gehiago,,,,,Arrigorriaga,%,Arrigorriaga,16.8
2019,,16 urte eta gehiago,,,,,Arrigorriaga,%,Arrigorriaga,10.8
2015,,16 urte eta gehiago,,,,,Arrigorriaga,%,Arrigorriaga,16.5
2018,,16 urte eta gehiago,,,,,Arrigorriaga,%,Arrigorriaga,12.8
2010,,16 urte eta gehiago,,,,,Arrigorriaga,%,Arrigorriaga,9.4
2020,,16 urte eta gehiago,,,,,Artea,%,Artea,7.8
2016,,16 urte eta gehiago,,,,,Artea,%,Artea,11.3
2018,,16 urte eta gehiago,,,,,Artea,%,Artea,9.4
2019,,16 urte eta gehiago,,,,,Artea,%,Artea,7.8
2015,,16 urte eta gehiago,,,,,Artea,%,Artea,13.3
2010,,16 urte eta gehiago,,,,,Artea,%,Artea,7.4
2021,,16 urte eta gehiago,,,,,Artea,%,Artea,11.0
2015,,16 urte eta gehiago,,,,,Artzentales,%,Artzentales,14.0
2018,,16 urte eta gehiago,,,,,Artzentales,%,Artzentales,10.6
2021,,16 urte eta gehiago,,,,,Artzentales,%,Artzentales,14.4
2016,,16 urte eta gehiago,,,,,Artzentales,%,Artzentales,17.7
2010,,16 urte eta gehiago,,,,,Artzentales,%,Artzentales,7.3
2020,,16 urte eta gehiago,,,,,Artzentales,%,Artzentales,10.4
2019,,16 urte eta gehiago,,,,,Artzentales,%,Artzentales,14.4
2018,,16 urte eta gehiago,,,,,Artziniega,%,Artziniega,11.8
2015,,16 urte eta gehiago,,,,,Artziniega,%,Artziniega,15.3
2020,,16 urte eta gehiago,,,,,Artziniega,%,Artziniega,11.3
2021,,16 urte eta gehiago,,,,,Artziniega,%,Artziniega,12.2
2019,,16 urte eta gehiago,,,,,Artziniega,%,Artziniega,11.2
2016,,16 urte eta gehiago,,,,,Artziniega,%,Artziniega,16.4
2010,,16 urte eta gehiago,,,,,Artziniega,%,Artziniega,9.1
2019,,16 urte eta gehiago,,,,,Asparrena,%,Asparrena,13.8
2016,,16 urte eta gehiago,,,,,Asparrena,%,Asparrena,16.7
2015,,16 urte eta gehiago,,,,,Asparrena,%,Asparrena,19.1
2021,,16 urte eta gehiago,,,,,Asparrena,%,Asparrena,13.0
2020,,16 urte eta gehiago,,,,,Asparrena,%,Asparrena,14.1
2018,,16 urte eta gehiago,,,,,Asparrena,%,Asparrena,13.6
2010,,16 urte eta gehiago,,,,,Asparrena,%,Asparrena,8.6
2010,,16 urte eta gehiago,,,,,Asteasu,%,Asteasu,5.3
2020,,16 urte eta gehiago,,,,,Asteasu,%,Asteasu,6.0
2016,,16 urte eta gehiago,,,,,Asteasu,%,Asteasu,9.2
2021,,16 urte eta gehiago,,,,,Asteasu,%,Asteasu,6.9
2019,,16 urte eta gehiago,,,,,Asteasu,%,Asteasu,5.6
2018,,16 urte eta gehiago,,,,,Asteasu,%,Asteasu,5.3
2015,,16 urte eta gehiago,,,,,Asteasu,%,Asteasu,9.8
2021,,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,6.8
2020,,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,6.6
2015,,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,11.0
2016,,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,10.1
2018,,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,7.9
2019,,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,6.8
2010,,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,6.6
2016,,16 urte eta gehiago,,,,,Ataun,%,Ataun,9.4
2021,,16 urte eta gehiago,,,,,Ataun,%,Ataun,6.9
2018,,16 urte eta gehiago,,,,,Ataun,%,Ataun,6.6
2019,,16 urte eta gehiago,,,,,Ataun,%,Ataun,6.8
2020,,16 urte eta gehiago,,,,,Ataun,%,Ataun,7.0
2010,,16 urte eta gehiago,,,,,Ataun,%,Ataun,5.2
2015,,16 urte eta gehiago,,,,,Ataun,%,Ataun,8.8
2016,,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,11.1
2019,,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,7.1
2020,,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,8.7
2010,,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,9.0
2018,,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,8.6
2021,,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,9.2
2015,,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,14.5
2019,,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,6.1
2020,,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,6.3
2018,,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,6.7
2015,,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,10.7
2016,,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,7.1
2021,,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,7.2
2010,,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,8.7
2021,,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,9.6
2019,,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,8.3
2010,,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,7.8
2015,,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,11.8
2018,,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,8.5
2020,,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,8.3
2016,,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,11.3
2010,,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,8.7
2016,,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,13.8
2018,,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,10.4
2019,,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,8.7
2021,,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,8.9
2015,,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,14.9
2020,,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,8.6
2021,,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,8.1
2016,,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,13.2
2015,,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,15.4
2020,,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,7.5
2019,,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,7.6
2010,,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,8.3
2018,,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,8.0
2019,,16 urte eta gehiago,,,,,Bakio,%,Bakio,9.9
2018,,16 urte eta gehiago,,,,,Bakio,%,Bakio,11.8
2021,,16 urte eta gehiago,,,,,Bakio,%,Bakio,10.4
2016,,16 urte eta gehiago,,,,,Bakio,%,Bakio,15.1
2015,,16 urte eta gehiago,,,,,Bakio,%,Bakio,14.8
2010,,16 urte eta gehiago,,,,,Bakio,%,Bakio,8.0
2020,,16 urte eta gehiago,,,,,Bakio,%,Bakio,10.1
2020,,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,5.3
2018,,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,5.4
2016,,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,8.2
2010,,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,4.8
2015,,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,9.0
2019,,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,2.8
2021,,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,6.8
2015,,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,21.5
2020,,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,14.6
2019,,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,16.3
2016,,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,21.3
2018,,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,17.0
2010,,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,11.0
2021,,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,15.7
2018,,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,7.4
2021,,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,10.4
2010,,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,5.4
2020,,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,6.1
2019,,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,6.0
2015,,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,8.8
2016,,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,9.2
2016,,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,18.6
2019,,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,12.6
2015,,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,18.7
2018,,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,14.3
2021,,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,12.9
2010,,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,10.6
2020,,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,11.6
2021,,16 urte eta gehiago,,,,,Barrika,%,Barrika,12.8
2016,,16 urte eta gehiago,,,,,Barrika,%,Barrika,14.8
2019,,16 urte eta gehiago,,,,,Barrika,%,Barrika,12.1
2010,,16 urte eta gehiago,,,,,Barrika,%,Barrika,11.7
2020,,16 urte eta gehiago,,,,,Barrika,%,Barrika,9.3
2015,,16 urte eta gehiago,,,,,Barrika,%,Barrika,16.1
2018,,16 urte eta gehiago,,,,,Barrika,%,Barrika,12.5
2015,,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,9.5
2019,,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,4.0
2018,,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,4.6
2016,,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,7.4
2010,,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,6.0
2021,,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,6.0
2020,,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,6.4
2016,,16 urte eta gehiago,,,,,Basauri,%,Basauri,18.2
2019,,16 urte eta gehiago,,,,,Basauri,%,Basauri,13.0
2015,,16 urte eta gehiago,,,,,Basauri,%,Basauri,18.5
2020,,16 urte eta gehiago,,,,,Basauri,%,Basauri,12.4
2018,,16 urte eta gehiago,,,,,Basauri,%,Basauri,13.7
2010,,16 urte eta gehiago,,,,,Basauri,%,Basauri,10.2
2021,,16 urte eta gehiago,,,,,Basauri,%,Basauri,13.4
2019,,16 urte eta gehiago,,,,,Beasain,%,Beasain,8.0
2015,,16 urte eta gehiago,,,,,Beasain,%,Beasain,14.0
2018,,16 urte eta gehiago,,,,,Beasain,%,Beasain,8.9
2020,,16 urte eta gehiago,,,,,Beasain,%,Beasain,8.0
2010,,16 urte eta gehiago,,,,,Beasain,%,Beasain,9.0
2016,,16 urte eta gehiago,,,,,Beasain,%,Beasain,12.4
2021,,16 urte eta gehiago,,,,,Beasain,%,Beasain,9.0
2021,,16 urte eta gehiago,,,,,Bedia,%,Bedia,10.2
2010,,16 urte eta gehiago,,,,,Bedia,%,Bedia,10.5
2016,,16 urte eta gehiago,,,,,Bedia,%,Bedia,14.6
2020,,16 urte eta gehiago,,,,,Bedia,%,Bedia,9.8
2019,,16 urte eta gehiago,,,,,Bedia,%,Bedia,8.9
2018,,16 urte eta gehiago,,,,,Bedia,%,Bedia,12.2
2015,,16 urte eta gehiago,,,,,Bedia,%,Bedia,12.5
2018,,16 urte eta gehiago,,,,,Beizama,%,Beizama,4.9
2019,,16 urte eta gehiago,,,,,Beizama,%,Beizama,7.5
2015,,16 urte eta gehiago,,,,,Beizama,%,Beizama,11.6
2010,,16 urte eta gehiago,,,,,Beizama,%,Beizama,8.3
2021,,16 urte eta gehiago,,,,,Beizama,%,Beizama,5.1
2020,,16 urte eta gehiago,,,,,Beizama,%,Beizama,3.3
2016,,16 urte eta gehiago,,,,,Beizama,%,Beizama,14.5
2016,,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,9.7
2019,,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,6.5
2010,,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,11.0
2018,,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,6.7
2021,,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,6.8
2015,,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,14.7
2020,,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,6.1
2016,,16 urte eta gehiago,,,,,Berango,%,Berango,13.0
2019,,16 urte eta gehiago,,,,,Berango,%,Berango,9.1
2010,,16 urte eta gehiago,,,,,Berango,%,Berango,8.9
2018,,16 urte eta gehiago,,,,,Berango,%,Berango,9.5
2021,,16 urte eta gehiago,,,,,Berango,%,Berango,9.4
2020,,16 urte eta gehiago,,,,,Berango,%,Berango,8.4
2015,,16 urte eta gehiago,,,,,Berango,%,Berango,15.2
2021,,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,8.5
2016,,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,17.3
2019,,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,10.4
2020,,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,9.0
2010,,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,11.4
2018,,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,12.8
2015,,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,22.5
2021,,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,4.5
2020,,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,5.2
2016,,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,10.0
2015,,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,8.9
2018,,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,7.0
2010,,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,7.7
2019,,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,6.5
2016,,16 urte eta gehiago,,,,,Bergara,%,Bergara,12.0
2015,,16 urte eta gehiago,,,,,Bergara,%,Bergara,13.4
2021,,16 urte eta gehiago,,,,,Bergara,%,Bergara,8.1
2019,,16 urte eta gehiago,,,,,Bergara,%,Bergara,8.0
2018,,16 urte eta gehiago,,,,,Bergara,%,Bergara,8.4
2020,,16 urte eta gehiago,,,,,Bergara,%,Bergara,7.5
2010,,16 urte eta gehiago,,,,,Bergara,%,Bergara,7.7
2018,,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,14.4
2015,,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,20.4
2019,,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,14.4
2020,,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,13.8
2016,,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,18.3
2010,,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,11.7
2021,,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,14.7
2021,,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,7.6
2010,,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,5.4
2019,,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,5.6
2016,,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,8.2
2020,,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,8.1
2015,,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,7.0
2018,,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,10.2
2016,,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,12.9
2018,,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,10.7
2019,,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,9.3
2010,,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,13.4
2015,,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,17.3
2020,,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,9.6
2021,,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,9.2
2016,,16 urte eta gehiago,,,,,Berriz,%,Berriz,13.3
2021,,16 urte eta gehiago,,,,,Berriz,%,Berriz,10.0
2020,,16 urte eta gehiago,,,,,Berriz,%,Berriz,9.2
2019,,16 urte eta gehiago,,,,,Berriz,%,Berriz,9.0
2018,,16 urte eta gehiago,,,,,Berriz,%,Berriz,10.4
2010,,16 urte eta gehiago,,,,,Berriz,%,Berriz,9.8
2015,,16 urte eta gehiago,,,,,Berriz,%,Berriz,15.8
2020,,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,5.7
2016,,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,16.5
2010,,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,6.6
2015,,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,14.4
2018,,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,10.8
2019,,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,9.2
2021,,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,9.6
2021,,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.0
2010,,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.9
2018,,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.3
2015,,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.4
2020,,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.7
2019,,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.9
2016,,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.5
2021,,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,13.7
2019,,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,13.2
2010,,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,11.2
2016,,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,18.7
2015,,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,18.7
2020,,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,12.3
2018,,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,14.6
2015,,16 urte eta gehiago,,,,,Busturia,%,Busturia,15.0
2021,,16 urte eta gehiago,,,,,Busturia,%,Busturia,10.3
2019,,16 urte eta gehiago,,,,,Busturia,%,Busturia,10.8
2016,,16 urte eta gehiago,,,,,Busturia,%,Busturia,18.9
2020,,16 urte eta gehiago,,,,,Busturia,%,Busturia,11.0
2010,,16 urte eta gehiago,,,,,Busturia,%,Busturia,7.7
2018,,16 urte eta gehiago,,,,,Busturia,%,Busturia,16.0
2020,,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,8.5
2019,,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,9.1
2015,,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,13.8
2021,,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,10.5
2010,,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,8.0
2018,,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,10.8
2016,,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,12.6
2015,,16 urte eta gehiago,,,,,Deba,%,Deba,13.7
2021,,16 urte eta gehiago,,,,,Deba,%,Deba,8.3
2010,,16 urte eta gehiago,,,,,Deba,%,Deba,8.4
2020,,16 urte eta gehiago,,,,,Deba,%,Deba,6.8
2016,,16 urte eta gehiago,,,,,Deba,%,Deba,11.7
2018,,16 urte eta gehiago,,,,,Deba,%,Deba,8.8
2019,,16 urte eta gehiago,,,,,Deba,%,Deba,7.2
2018,,16 urte eta gehiago,,,,,Derio,%,Derio,8.8
2021,,16 urte eta gehiago,,,,,Derio,%,Derio,8.1
2020,,16 urte eta gehiago,,,,,Derio,%,Derio,6.1
2016,,16 urte eta gehiago,,,,,Derio,%,Derio,11.4
2015,,16 urte eta gehiago,,,,,Derio,%,Derio,13.6
2019,,16 urte eta gehiago,,,,,Derio,%,Derio,7.9
2010,,16 urte eta gehiago,,,,,Derio,%,Derio,7.8
2016,,16 urte eta gehiago,,,,,Dima,%,Dima,9.9
2010,,16 urte eta gehiago,,,,,Dima,%,Dima,8.2
2021,,16 urte eta gehiago,,,,,Dima,%,Dima,7.4
2015,,16 urte eta gehiago,,,,,Dima,%,Dima,9.2
2020,,16 urte eta gehiago,,,,,Dima,%,Dima,6.2
2019,,16 urte eta gehiago,,,,,Dima,%,Dima,6.2
2018,,16 urte eta gehiago,,,,,Dima,%,Dima,7.9
2015,,16 urte eta gehiago,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,13.8
