Year,Habilidad informática,Edad,Sexo,Territorio histórico,Units,Value
2022,Programar en un lenguaje de programación,25-74 años,Hombre,Gipuzkoa,%,7.5
2020,Programar en un lenguaje de programación,25-74 años,Hombre,Gipuzkoa,%,5.7
2019,Programar en un lenguaje de programación,25-74 años,Hombre,Gipuzkoa,%,7.0
2020,Usar hojas de cálculo,,,,%,41.1
2024,Usar hojas de cálculo,,,,%,42.7
2022,Usar hojas de cálculo,,,,%,42.2
2021,Usar hojas de cálculo,,,,%,44.4
2023,Usar hojas de cálculo,,,,%,41.9
2019,Usar hojas de cálculo,,,,%,41.9
2023,Usar hojas de cálculo,,,Araba/Álava,%,37.4
2020,Usar hojas de cálculo,,,Araba/Álava,%,39.7
2019,Usar hojas de cálculo,,,Araba/Álava,%,42.9
2022,Usar hojas de cálculo,,,Araba/Álava,%,44.9
2024,Usar hojas de cálculo,,,Araba/Álava,%,41.5
2021,Usar hojas de cálculo,,,Araba/Álava,%,44.1
2022,Usar hojas de cálculo,,,Bizkaia,%,40.9
2024,Usar hojas de cálculo,,,Bizkaia,%,43.5
2019,Usar hojas de cálculo,,,Bizkaia,%,41.1
2020,Usar hojas de cálculo,,,Bizkaia,%,41.2
2023,Usar hojas de cálculo,,,Bizkaia,%,41.5
2021,Usar hojas de cálculo,,,Bizkaia,%,44.6
2020,Usar hojas de cálculo,,,Gipuzkoa,%,41.6
2019,Usar hojas de cálculo,,,Gipuzkoa,%,42.8
2022,Usar hojas de cálculo,,,Gipuzkoa,%,43.2
2024,Usar hojas de cálculo,,,Gipuzkoa,%,42.1
2021,Usar hojas de cálculo,,,Gipuzkoa,%,44.4
2023,Usar hojas de cálculo,,,Gipuzkoa,%,44.4
2019,Usar hojas de cálculo,,Mujer,,%,39.6
2024,Usar hojas de cálculo,,Mujer,,%,39.0
2023,Usar hojas de cálculo,,Mujer,,%,40.9
2020,Usar hojas de cálculo,,Mujer,,%,39.8
2022,Usar hojas de cálculo,,Mujer,,%,41.1
2021,Usar hojas de cálculo,,Mujer,,%,42.3
2020,Usar hojas de cálculo,,Mujer,Araba/Álava,%,39.7
2019,Usar hojas de cálculo,,Mujer,Araba/Álava,%,40.2
2021,Usar hojas de cálculo,,Mujer,Araba/Álava,%,43.2
2024,Usar hojas de cálculo,,Mujer,Araba/Álava,%,37.1
2023,Usar hojas de cálculo,,Mujer,Araba/Álava,%,39.3
2022,Usar hojas de cálculo,,Mujer,Araba/Álava,%,43.9
2022,Usar hojas de cálculo,,Mujer,Bizkaia,%,38.9
2020,Usar hojas de cálculo,,Mujer,Bizkaia,%,38.2
2021,Usar hojas de cálculo,,Mujer,Bizkaia,%,41.0
2024,Usar hojas de cálculo,,Mujer,Bizkaia,%,39.4
2023,Usar hojas de cálculo,,Mujer,Bizkaia,%,39.9
2019,Usar hojas de cálculo,,Mujer,Bizkaia,%,38.1
2024,Usar hojas de cálculo,,Mujer,Gipuzkoa,%,39.2
2020,Usar hojas de cálculo,,Mujer,Gipuzkoa,%,42.3
2023,Usar hojas de cálculo,,Mujer,Gipuzkoa,%,43.2
2021,Usar hojas de cálculo,,Mujer,Gipuzkoa,%,44.0
2019,Usar hojas de cálculo,,Mujer,Gipuzkoa,%,41.6
2022,Usar hojas de cálculo,,Mujer,Gipuzkoa,%,43.4
2020,Usar hojas de cálculo,,Hombre,,%,42.5
2019,Usar hojas de cálculo,,Hombre,,%,44.3
2023,Usar hojas de cálculo,,Hombre,,%,42.8
2024,Usar hojas de cálculo,,Hombre,,%,46.7
2022,Usar hojas de cálculo,,Hombre,,%,43.4
2021,Usar hojas de cálculo,,Hombre,,%,46.6
2019,Usar hojas de cálculo,,Hombre,Araba/Álava,%,45.7
2021,Usar hojas de cálculo,,Hombre,Araba/Álava,%,44.9
2020,Usar hojas de cálculo,,Hombre,Araba/Álava,%,39.7
2023,Usar hojas de cálculo,,Hombre,Araba/Álava,%,35.4
2022,Usar hojas de cálculo,,Hombre,Araba/Álava,%,46.0
2024,Usar hojas de cálculo,,Hombre,Araba/Álava,%,46.1
2021,Usar hojas de cálculo,,Hombre,Bizkaia,%,48.2
2023,Usar hojas de cálculo,,Hombre,Bizkaia,%,43.3
2024,Usar hojas de cálculo,,Hombre,Bizkaia,%,47.8
2019,Usar hojas de cálculo,,Hombre,Bizkaia,%,44.2
2020,Usar hojas de cálculo,,Hombre,Bizkaia,%,44.3
2022,Usar hojas de cálculo,,Hombre,Bizkaia,%,43.0
2022,Usar hojas de cálculo,,Hombre,Gipuzkoa,%,43.0
2024,Usar hojas de cálculo,,Hombre,Gipuzkoa,%,45.1
2019,Usar hojas de cálculo,,Hombre,Gipuzkoa,%,43.9
2020,Usar hojas de cálculo,,Hombre,Gipuzkoa,%,40.9
2021,Usar hojas de cálculo,,Hombre,Gipuzkoa,%,44.8
2023,Usar hojas de cálculo,,Hombre,Gipuzkoa,%,45.6
2023,Usar hojas de cálculo,16-24 años,,,%,63.6
2020,Usar hojas de cálculo,16-24 años,,,%,70.7
2019,Usar hojas de cálculo,16-24 años,,,%,70.1
2022,Usar hojas de cálculo,16-24 años,,,%,68.3
2021,Usar hojas de cálculo,16-24 años,,,%,67.3
2024,Usar hojas de cálculo,16-24 años,,,%,64.1
2023,Usar hojas de cálculo,16-24 años,,Araba/Álava,%,57.8
2021,Usar hojas de cálculo,16-24 años,,Araba/Álava,%,61.3
2022,Usar hojas de cálculo,16-24 años,,Araba/Álava,%,74.6
2020,Usar hojas de cálculo,16-24 años,,Araba/Álava,%,68.9
2019,Usar hojas de cálculo,16-24 años,,Araba/Álava,%,70.0
2024,Usar hojas de cálculo,16-24 años,,Araba/Álava,%,67.6
2024,Usar hojas de cálculo,16-24 años,,Bizkaia,%,60.4
2020,Usar hojas de cálculo,16-24 años,,Bizkaia,%,68.8
2019,Usar hojas de cálculo,16-24 años,,Bizkaia,%,69.1
2021,Usar hojas de cálculo,16-24 años,,Bizkaia,%,64.2
2023,Usar hojas de cálculo,16-24 años,,Bizkaia,%,60.9
2022,Usar hojas de cálculo,16-24 años,,Bizkaia,%,69.1
2022,Usar hojas de cálculo,16-24 años,,Gipuzkoa,%,64.6
2023,Usar hojas de cálculo,16-24 años,,Gipuzkoa,%,70.1
2021,Usar hojas de cálculo,16-24 años,,Gipuzkoa,%,74.5
2019,Usar hojas de cálculo,16-24 años,,Gipuzkoa,%,71.5
2020,Usar hojas de cálculo,16-24 años,,Gipuzkoa,%,74.4
2024,Usar hojas de cálculo,16-24 años,,Gipuzkoa,%,67.8
2019,Usar hojas de cálculo,16-24 años,Mujer,,%,70.3
2020,Usar hojas de cálculo,16-24 años,Mujer,,%,68.8
2021,Usar hojas de cálculo,16-24 años,Mujer,,%,64.2
2024,Usar hojas de cálculo,16-24 años,Mujer,,%,64.1
2022,Usar hojas de cálculo,16-24 años,Mujer,,%,68.7
2023,Usar hojas de cálculo,16-24 años,Mujer,,%,64.5
2019,Usar hojas de cálculo,16-24 años,Mujer,Araba/Álava,%,70.3
2022,Usar hojas de cálculo,16-24 años,Mujer,Araba/Álava,%,72.2
2021,Usar hojas de cálculo,16-24 años,Mujer,Araba/Álava,%,62.5
2024,Usar hojas de cálculo,16-24 años,Mujer,Araba/Álava,%,75.0
2020,Usar hojas de cálculo,16-24 años,Mujer,Araba/Álava,%,64.6
2023,Usar hojas de cálculo,16-24 años,Mujer,Araba/Álava,%,62.4
2019,Usar hojas de cálculo,16-24 años,Mujer,Bizkaia,%,67.8
2022,Usar hojas de cálculo,16-24 años,Mujer,Bizkaia,%,69.4
2021,Usar hojas de cálculo,16-24 años,Mujer,Bizkaia,%,59.5
2023,Usar hojas de cálculo,16-24 años,Mujer,Bizkaia,%,58.9
2024,Usar hojas de cálculo,16-24 años,Mujer,Bizkaia,%,58.0
2020,Usar hojas de cálculo,16-24 años,Mujer,Bizkaia,%,65.8
2021,Usar hojas de cálculo,16-24 años,Mujer,Gipuzkoa,%,72.3
2020,Usar hojas de cálculo,16-24 años,Mujer,Gipuzkoa,%,75.1
2022,Usar hojas de cálculo,16-24 años,Mujer,Gipuzkoa,%,66.2
2019,Usar hojas de cálculo,16-24 años,Mujer,Gipuzkoa,%,73.9
2023,Usar hojas de cálculo,16-24 años,Mujer,Gipuzkoa,%,73.5
2024,Usar hojas de cálculo,16-24 años,Mujer,Gipuzkoa,%,68.1
2024,Usar hojas de cálculo,16-24 años,Hombre,,%,64.1
2023,Usar hojas de cálculo,16-24 años,Hombre,,%,62.7
2021,Usar hojas de cálculo,16-24 años,Hombre,,%,70.2
2019,Usar hojas de cálculo,16-24 años,Hombre,,%,69.8
2020,Usar hojas de cálculo,16-24 años,Hombre,,%,72.5
2022,Usar hojas de cálculo,16-24 años,Hombre,,%,68.0
2022,Usar hojas de cálculo,16-24 años,Hombre,Araba/Álava,%,77.0
2024,Usar hojas de cálculo,16-24 años,Hombre,Araba/Álava,%,60.7
2020,Usar hojas de cálculo,16-24 años,Hombre,Araba/Álava,%,72.7
2023,Usar hojas de cálculo,16-24 años,Hombre,Araba/Álava,%,54.2
2021,Usar hojas de cálculo,16-24 años,Hombre,Araba/Álava,%,60.4
2019,Usar hojas de cálculo,16-24 años,Hombre,Araba/Álava,%,69.7
2021,Usar hojas de cálculo,16-24 años,Hombre,Bizkaia,%,68.8
2023,Usar hojas de cálculo,16-24 años,Hombre,Bizkaia,%,62.9
2019,Usar hojas de cálculo,16-24 años,Hombre,Bizkaia,%,70.3
2020,Usar hojas de cálculo,16-24 años,Hombre,Bizkaia,%,71.7
2024,Usar hojas de cálculo,16-24 años,Hombre,Bizkaia,%,62.6
2022,Usar hojas de cálculo,16-24 años,Hombre,Bizkaia,%,68.8
2020,Usar hojas de cálculo,16-24 años,Hombre,Gipuzkoa,%,73.7
2024,Usar hojas de cálculo,16-24 años,Hombre,Gipuzkoa,%,67.6
2021,Usar hojas de cálculo,16-24 años,Hombre,Gipuzkoa,%,76.3
2019,Usar hojas de cálculo,16-24 años,Hombre,Gipuzkoa,%,69.2
2022,Usar hojas de cálculo,16-24 años,Hombre,Gipuzkoa,%,63.2
2023,Usar hojas de cálculo,16-24 años,Hombre,Gipuzkoa,%,66.8
2024,Usar hojas de cálculo,25-74 años,,,%,39.8
2023,Usar hojas de cálculo,25-74 años,,,%,39.0
2020,Usar hojas de cálculo,25-74 años,,,%,37.4
2021,Usar hojas de cálculo,25-74 años,,,%,41.4
2019,Usar hojas de cálculo,25-74 años,,,%,38.7
2022,Usar hojas de cálculo,25-74 años,,,%,38.8
2022,Usar hojas de cálculo,25-74 años,,Araba/Álava,%,41.3
2021,Usar hojas de cálculo,25-74 años,,Araba/Álava,%,41.7
2020,Usar hojas de cálculo,25-74 años,,Araba/Álava,%,36.0
2019,Usar hojas de cálculo,25-74 años,,Araba/Álava,%,39.8
2024,Usar hojas de cálculo,25-74 años,,Araba/Álava,%,38.0
2023,Usar hojas de cálculo,25-74 años,,Araba/Álava,%,34.5
2022,Usar hojas de cálculo,25-74 años,,Bizkaia,%,37.2
2021,Usar hojas de cálculo,25-74 años,,Bizkaia,%,42.1
2023,Usar hojas de cálculo,25-74 años,,Bizkaia,%,39.1
2020,Usar hojas de cálculo,25-74 años,,Bizkaia,%,37.9
2019,Usar hojas de cálculo,25-74 años,,Bizkaia,%,38.2
2024,Usar hojas de cálculo,25-74 años,,Bizkaia,%,41.2
2020,Usar hojas de cálculo,25-74 años,,Gipuzkoa,%,37.3
2021,Usar hojas de cálculo,25-74 años,,Gipuzkoa,%,40.0
2022,Usar hojas de cálculo,25-74 años,,Gipuzkoa,%,40.2
2019,Usar hojas de cálculo,25-74 años,,Gipuzkoa,%,39.2
2024,Usar hojas de cálculo,25-74 años,,Gipuzkoa,%,38.2
2023,Usar hojas de cálculo,25-74 años,,Gipuzkoa,%,40.8
2021,Usar hojas de cálculo,25-74 años,Mujer,,%,39.6
2020,Usar hojas de cálculo,25-74 años,Mujer,,%,36.3
2022,Usar hojas de cálculo,25-74 años,Mujer,,%,37.6
2023,Usar hojas de cálculo,25-74 años,Mujer,,%,37.9
2019,Usar hojas de cálculo,25-74 años,Mujer,,%,36.1
2024,Usar hojas de cálculo,25-74 años,Mujer,,%,35.8
2020,Usar hojas de cálculo,25-74 años,Mujer,Araba/Álava,%,36.9
2021,Usar hojas de cálculo,25-74 años,Mujer,Araba/Álava,%,40.9
2022,Usar hojas de cálculo,25-74 años,Mujer,Araba/Álava,%,40.6
2023,Usar hojas de cálculo,25-74 años,Mujer,Araba/Álava,%,36.6
2024,Usar hojas de cálculo,25-74 años,Mujer,Araba/Álava,%,32.3
2019,Usar hojas de cálculo,25-74 años,Mujer,Araba/Álava,%,36.6
2021,Usar hojas de cálculo,25-74 años,Mujer,Bizkaia,%,38.7
2024,Usar hojas de cálculo,25-74 años,Mujer,Bizkaia,%,37.2
2022,Usar hojas de cálculo,25-74 años,Mujer,Bizkaia,%,35.1
2020,Usar hojas de cálculo,25-74 años,Mujer,Bizkaia,%,35.0
2019,Usar hojas de cálculo,25-74 años,Mujer,Bizkaia,%,35.0
2023,Usar hojas de cálculo,25-74 años,Mujer,Bizkaia,%,37.6
2024,Usar hojas de cálculo,25-74 años,Mujer,Gipuzkoa,%,35.1
2021,Usar hojas de cálculo,25-74 años,Mujer,Gipuzkoa,%,40.4
2020,Usar hojas de cálculo,25-74 años,Mujer,Gipuzkoa,%,38.3
2019,Usar hojas de cálculo,25-74 años,Mujer,Gipuzkoa,%,37.7
2022,Usar hojas de cálculo,25-74 años,Mujer,Gipuzkoa,%,40.3
2023,Usar hojas de cálculo,25-74 años,Mujer,Gipuzkoa,%,39.1
2020,Usar hojas de cálculo,25-74 años,Hombre,,%,38.6
2022,Usar hojas de cálculo,25-74 años,Hombre,,%,40.1
2021,Usar hojas de cálculo,25-74 años,Hombre,,%,43.2
2023,Usar hojas de cálculo,25-74 años,Hombre,,%,40.1
2024,Usar hojas de cálculo,25-74 años,Hombre,,%,44.0
2019,Usar hojas de cálculo,25-74 años,Hombre,,%,41.4
2021,Usar hojas de cálculo,25-74 años,Hombre,Araba/Álava,%,42.6
2020,Usar hojas de cálculo,25-74 años,Hombre,Araba/Álava,%,35.2
2022,Usar hojas de cálculo,25-74 años,Hombre,Araba/Álava,%,42.1
2024,Usar hojas de cálculo,25-74 años,Hombre,Araba/Álava,%,44.0
2019,Usar hojas de cálculo,25-74 años,Hombre,Araba/Álava,%,43.2
2023,Usar hojas de cálculo,25-74 años,Hombre,Araba/Álava,%,32.4
2024,Usar hojas de cálculo,25-74 años,Hombre,Bizkaia,%,45.6
2023,Usar hojas de cálculo,25-74 años,Hombre,Bizkaia,%,40.7
2022,Usar hojas de cálculo,25-74 años,Hombre,Bizkaia,%,39.4
2021,Usar hojas de cálculo,25-74 años,Hombre,Bizkaia,%,45.5
2020,Usar hojas de cálculo,25-74 años,Hombre,Bizkaia,%,40.9
2019,Usar hojas de cálculo,25-74 años,Hombre,Bizkaia,%,41.4
2024,Usar hojas de cálculo,25-74 años,Hombre,Gipuzkoa,%,41.4
2019,Usar hojas de cálculo,25-74 años,Hombre,Gipuzkoa,%,40.7
2023,Usar hojas de cálculo,25-74 años,Hombre,Gipuzkoa,%,42.6
2022,Usar hojas de cálculo,25-74 años,Hombre,Gipuzkoa,%,40.1
2021,Usar hojas de cálculo,25-74 años,Hombre,Gipuzkoa,%,39.7
2020,Usar hojas de cálculo,25-74 años,Hombre,Gipuzkoa,%,36.3
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,,%,51.9
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,,%,52.1
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,,%,37.0
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,,%,55.2
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,,%,50.0
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,,%,60.3
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Araba/Álava,%,38.4
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Araba/Álava,%,46.0
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Araba/Álava,%,59.6
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Araba/Álava,%,52.5
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Araba/Álava,%,51.6
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Araba/Álava,%,55.9
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Bizkaia,%,60.3
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Bizkaia,%,52.8
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Bizkaia,%,37.4
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Bizkaia,%,50.6
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Bizkaia,%,52.3
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Bizkaia,%,54.2
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Gipuzkoa,%,56.4
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Gipuzkoa,%,50.8
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Gipuzkoa,%,35.7
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Gipuzkoa,%,50.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Gipuzkoa,%,60.6
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,,Gipuzkoa,%,51.6
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,,%,34.5
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,,%,50.1
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,,%,52.6
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,,%,48.1
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,,%,51.1
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,,%,58.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Araba/Álava,%,56.3
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Araba/Álava,%,52.9
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Araba/Álava,%,35.7
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Araba/Álava,%,54.3
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Araba/Álava,%,46.0
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Araba/Álava,%,48.6
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Bizkaia,%,51.4
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Bizkaia,%,58.5
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Bizkaia,%,47.9
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Bizkaia,%,50.5
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Bizkaia,%,34.9
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Bizkaia,%,50.3
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Gipuzkoa,%,50.3
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Gipuzkoa,%,33.2
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Gipuzkoa,%,53.6
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Gipuzkoa,%,51.2
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Gipuzkoa,%,60.0
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Mujer,Gipuzkoa,%,49.4
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,,%,62.0
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,,%,39.7
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,,%,53.2
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,,%,51.9
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,,%,57.8
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,,%,53.8
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Araba/Álava,%,41.1
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Araba/Álava,%,62.9
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Araba/Álava,%,57.6
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Araba/Álava,%,52.2
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Araba/Álava,%,54.8
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Araba/Álava,%,46.1
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Bizkaia,%,54.2
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Bizkaia,%,57.0
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Bizkaia,%,62.2
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Bizkaia,%,55.3
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Bizkaia,%,53.4
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Bizkaia,%,40.1
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Gipuzkoa,%,38.3
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Gipuzkoa,%,52.1
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Gipuzkoa,%,52.3
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Gipuzkoa,%,59.2
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Gipuzkoa,%,61.2
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",,Hombre,Gipuzkoa,%,50.9
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,,%,77.6
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,,%,78.1
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,,%,84.9
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,,%,84.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,,%,85.2
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,,%,54.3
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Araba/Álava,%,81.7
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Araba/Álava,%,84.7
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Araba/Álava,%,83.9
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Araba/Álava,%,69.4
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Araba/Álava,%,82.3
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Araba/Álava,%,86.9
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Bizkaia,%,83.9
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Bizkaia,%,85.4
