Year,Habilidad informática,Sexo,Edad,Territorio histórico,Units,Value
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,,%,36.35
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,,%,19.11
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Araba/Álava,%,26.56
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Araba/Álava,%,22.74
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Araba/Álava,%,26.21
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Araba/Álava,%,28.04
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Araba/Álava,%,37.15
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Bizkaia,%,18.72
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Bizkaia,%,37.15
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Bizkaia,%,29.03
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Bizkaia,%,24.49
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Bizkaia,%,30.86
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Gipuzkoa,%,31.11
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Gipuzkoa,%,27.05
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Gipuzkoa,%,34.72
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Gipuzkoa,%,18.09
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,Gipuzkoa,%,25.02
