Year,Profesión,Situación laboral,Sexo,Territorio histórico,Units,Value
2017,Médico/a,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,10.9
2025,Médico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,37.4
2024,Médico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,37.6
2022,Médico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,39.5
2021,Médico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,40.0
2018,Médico/a,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,41.8
2018,Médico/a,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,11.6
2022,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,79.6
2023,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,80.8
2020,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.1
2024,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,6.7
2020,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,78.6
2021,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.1
2025,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,90.5
2016,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,74.5
2016,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,74.5
2018,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,75.8
2013,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.1
2014,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.0
2010,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,67.9
2010,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.1
2011,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,69.9
2015,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,73.6
2016,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.1
2011,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.2
2025,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,83.4
2017,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.0
2014,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,72.1
2012,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,70.4
2022,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.1
2019,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,76.5
2024,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,81.7
2015,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.1
2023,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,89.2
2013,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,70.7
2018,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.0
2021,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,79.3
2018,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,75.8
2010,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,68.0
2019,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,76.5
2023,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,8.4
2017,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,75.1
2022,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,79.5
2012,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.1
2013,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,70.7
2014,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,72.1
2012,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,70.3
2011,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,69.7
2024,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,88.5
2019,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,0.0
2025,Profesionales de enfermería y obstetricia,Jubilados/as,,,Por 10.000 habitantes,7.1
2020,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,78.6
2021,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,79.4
2015,Profesionales de enfermería y obstetricia,No jubilados/as,,,Por 10.000 habitantes,73.5
2017,Profesionales de enfermería y obstetricia,,,,Por 10.000 habitantes,75.2
2023,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,88.5
2022,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,88.0
2018,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,86.8
2021,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,88.1
2016,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.4
2024,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,87.7
2013,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,78.5
2014,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,80.6
2016,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,83.5
2018,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,86.5
2020,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,87.2
2012,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,77.4
2011,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,75.1
2015,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,82.0
2019,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,85.8
2015,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,82.6
2023,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,88.9
2011,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,76.5
2012,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,78.0
2022,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,88.4
2010,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.6
2014,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.1
2021,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,88.5
2019,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.2
2016,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,83.9
2017,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,85.2
2014,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,80.7
2023,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.4
2024,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,1.0
2017,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.2
2011,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,1.4
2012,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.6
2024,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,88.7
2013,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,78.1
2015,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.5
2025,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,89.5
2020,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,87.5
2019,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,85.6
2018,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.2
2020,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.4
2010,Profesionales de enfermería y obstetricia,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,74.4
2021,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.4
2025,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.3
2010,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,75.0
2022,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.4
2025,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,89.8
2017,Profesionales de enfermería y obstetricia,,,Araba/Álava,Por 10.000 habitantes,85.5
2013,Profesionales de enfermería y obstetricia,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.4
2017,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,74.1
2011,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,67.8
2015,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,72.1
2010,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,65.4
2024,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,82.0
2013,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,69.0
2022,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,79.3
2012,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,68.6
2021,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,79.0
2021,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,79.0
2025,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,84.0
2019,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,75.8
2016,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,73.2
2023,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,80.7
2010,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,65.4
2020,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,78.2
2019,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,75.8
2017,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,74.1
2025,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,84.0
2018,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,75.1
2023,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,80.7
2020,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,78.2
2024,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,82.0
2023,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2013,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,69.0
2012,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,68.6
2018,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,75.1
2014,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,70.3
2011,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,67.8
2015,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,72.1
2016,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,73.2
2011,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2010,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2020,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2018,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2014,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2014,Profesionales de enfermería y obstetricia,No jubilados/as,,Bizkaia,Por 10.000 habitantes,70.3
2022,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2025,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2017,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2024,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2021,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2016,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2019,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2022,Profesionales de enfermería y obstetricia,,,Bizkaia,Por 10.000 habitantes,79.3
2013,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2012,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2015,Profesionales de enfermería y obstetricia,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2018,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,72.0
2019,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2017,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,72.1
2024,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,98.6
2021,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,75.7
2024,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,78.4
2018,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,72.0
2019,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,73.4
2022,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,76.0
2020,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,75.2
2023,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,77.2
2015,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,71.9
2013,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,69.9
2016,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,72.4
2012,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,69.9
2014,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,71.2
2010,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,69.0
2011,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,70.5
2011,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,70.5
2013,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,69.9
2021,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,75.7
2015,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,71.9
2023,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,102.8
2019,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,73.4
2025,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,79.5
2020,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,75.2
2016,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,72.4
2012,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,69.9
2010,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2022,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2018,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2014,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2025,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,101.1
2024,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,20.2
2023,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,25.5
2017,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2021,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2025,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,21.6
2016,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2020,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2012,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2011,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2013,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2015,Profesionales de enfermería y obstetricia,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2017,Profesionales de enfermería y obstetricia,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,72.1
2014,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,71.2
2022,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,76.0
2010,Profesionales de enfermería y obstetricia,,,Gipuzkoa,Por 10.000 habitantes,69.0
2013,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2014,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,127.3
2012,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.2
2015,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2021,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2023,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,139.0
2018,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2015,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,129.5
2013,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,124.8
2018,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,132.6
2024,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,140.6
2014,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2017,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2012,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,123.3
2010,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,120.7
2016,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,130.8
2017,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,131.7
2019,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,133.2
2011,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,122.4
2025,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,143.1
2022,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,137.3
2023,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,153.7
2020,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,136.2
2016,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,130.9
2024,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,12.2
2014,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,127.3
2019,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,133.3
2010,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,120.9
2020,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2025,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,12.9
2022,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,137.4
2018,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,132.7
2019,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2025,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,156.0
2022,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2011,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.4
2011,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,122.8
2010,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.2
2016,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2023,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,,Por 10.000 habitantes,14.6
2015,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,129.6
2017,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,131.8
2013,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,125.0
2021,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,137.3
2021,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,137.2
2024,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,152.8
2012,Profesionales de enfermería y obstetricia,,Mujer,,Por 10.000 habitantes,123.5
2020,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,,Por 10.000 habitantes,136.1
2016,Profesionales de enfermería y obstetricia,,Mujer,Araba/Álava,Por 10.000 habitantes,151.0
2024,Profesionales de enfermería y obstetricia,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,152.4
2022,Profesionales de enfermería y obstetricia,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.6
