Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2015,,16 years and over,,,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,8.8
2016,,16 years and over,,,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,9.2
2016,,16 years and over,,,,,Barakaldo,PT,Barakaldo,18.6
2019,,16 years and over,,,,,Barakaldo,PT,Barakaldo,12.6
2015,,16 years and over,,,,,Barakaldo,PT,Barakaldo,18.7
2018,,16 years and over,,,,,Barakaldo,PT,Barakaldo,14.3
2021,,16 years and over,,,,,Barakaldo,PT,Barakaldo,12.9
2010,,16 years and over,,,,,Barakaldo,PT,Barakaldo,10.6
2020,,16 years and over,,,,,Barakaldo,PT,Barakaldo,11.6
2021,,16 years and over,,,,,Barrika,PT,Barrika,12.8
2016,,16 years and over,,,,,Barrika,PT,Barrika,14.8
2019,,16 years and over,,,,,Barrika,PT,Barrika,12.1
2010,,16 years and over,,,,,Barrika,PT,Barrika,11.7
2020,,16 years and over,,,,,Barrika,PT,Barrika,9.3
2015,,16 years and over,,,,,Barrika,PT,Barrika,16.1
2018,,16 years and over,,,,,Barrika,PT,Barrika,12.5
2015,,16 years and over,,,,,Barrundia,PT,Barrundia,9.5
2019,,16 years and over,,,,,Barrundia,PT,Barrundia,4.0
2018,,16 years and over,,,,,Barrundia,PT,Barrundia,4.6
2016,,16 years and over,,,,,Barrundia,PT,Barrundia,7.4
2010,,16 years and over,,,,,Barrundia,PT,Barrundia,6.0
2021,,16 years and over,,,,,Barrundia,PT,Barrundia,6.0
2020,,16 years and over,,,,,Barrundia,PT,Barrundia,6.4
2016,,16 years and over,,,,,Basauri,PT,Basauri,18.2
2019,,16 years and over,,,,,Basauri,PT,Basauri,13.0
2015,,16 years and over,,,,,Basauri,PT,Basauri,18.5
2020,,16 years and over,,,,,Basauri,PT,Basauri,12.4
2018,,16 years and over,,,,,Basauri,PT,Basauri,13.7
2010,,16 years and over,,,,,Basauri,PT,Basauri,10.2
2021,,16 years and over,,,,,Basauri,PT,Basauri,13.4
2019,,16 years and over,,,,,Beasain,PT,Beasain,8.0
2015,,16 years and over,,,,,Beasain,PT,Beasain,14.0
2018,,16 years and over,,,,,Beasain,PT,Beasain,8.9
2020,,16 years and over,,,,,Beasain,PT,Beasain,8.0
2010,,16 years and over,,,,,Beasain,PT,Beasain,9.0
2016,,16 years and over,,,,,Beasain,PT,Beasain,12.4
2021,,16 years and over,,,,,Beasain,PT,Beasain,9.0
2021,,16 years and over,,,,,Bedia,PT,Bedia,10.2
2010,,16 years and over,,,,,Bedia,PT,Bedia,10.5
2016,,16 years and over,,,,,Bedia,PT,Bedia,14.6
2020,,16 years and over,,,,,Bedia,PT,Bedia,9.8
2019,,16 years and over,,,,,Bedia,PT,Bedia,8.9
2018,,16 years and over,,,,,Bedia,PT,Bedia,12.2
2015,,16 years and over,,,,,Bedia,PT,Bedia,12.5
2018,,16 years and over,,,,,Beizama,PT,Beizama,4.9
2019,,16 years and over,,,,,Beizama,PT,Beizama,7.5
2015,,16 years and over,,,,,Beizama,PT,Beizama,11.6
2010,,16 years and over,,,,,Beizama,PT,Beizama,8.3
2021,,16 years and over,,,,,Beizama,PT,Beizama,5.1
2020,,16 years and over,,,,,Beizama,PT,Beizama,3.3
2016,,16 years and over,,,,,Beizama,PT,Beizama,14.5
2016,,16 years and over,,,,,Belauntza,PT,Belauntza,9.7
2019,,16 years and over,,,,,Belauntza,PT,Belauntza,6.5
2010,,16 years and over,,,,,Belauntza,PT,Belauntza,11.0
2018,,16 years and over,,,,,Belauntza,PT,Belauntza,6.7
2021,,16 years and over,,,,,Belauntza,PT,Belauntza,6.8
2015,,16 years and over,,,,,Belauntza,PT,Belauntza,14.7
2020,,16 years and over,,,,,Belauntza,PT,Belauntza,6.1
2016,,16 years and over,,,,,Berango,PT,Berango,13.0
2019,,16 years and over,,,,,Berango,PT,Berango,9.1
2010,,16 years and over,,,,,Berango,PT,Berango,8.9
2018,,16 years and over,,,,,Berango,PT,Berango,9.5
2021,,16 years and over,,,,,Berango,PT,Berango,9.4
2020,,16 years and over,,,,,Berango,PT,Berango,8.4
2015,,16 years and over,,,,,Berango,PT,Berango,15.2
2021,,16 years and over,,,,,Berantevilla,PT,Berantevilla,8.5
2016,,16 years and over,,,,,Berantevilla,PT,Berantevilla,17.3
2019,,16 years and over,,,,,Berantevilla,PT,Berantevilla,10.4
2020,,16 years and over,,,,,Berantevilla,PT,Berantevilla,9.0
2010,,16 years and over,,,,,Berantevilla,PT,Berantevilla,11.4
2018,,16 years and over,,,,,Berantevilla,PT,Berantevilla,12.8
2015,,16 years and over,,,,,Berantevilla,PT,Berantevilla,22.5
2021,,16 years and over,,,,,Berastegi,PT,Berastegi,4.5
2020,,16 years and over,,,,,Berastegi,PT,Berastegi,5.2
2016,,16 years and over,,,,,Berastegi,PT,Berastegi,10.0
2015,,16 years and over,,,,,Berastegi,PT,Berastegi,8.9
2018,,16 years and over,,,,,Berastegi,PT,Berastegi,7.0
2010,,16 years and over,,,,,Berastegi,PT,Berastegi,7.7
2019,,16 years and over,,,,,Berastegi,PT,Berastegi,6.5
2016,,16 years and over,,,,,Bergara,PT,Bergara,12.0
2015,,16 years and over,,,,,Bergara,PT,Bergara,13.4
2021,,16 years and over,,,,,Bergara,PT,Bergara,8.1
2019,,16 years and over,,,,,Bergara,PT,Bergara,8.0
2018,,16 years and over,,,,,Bergara,PT,Bergara,8.4
2020,,16 years and over,,,,,Bergara,PT,Bergara,7.5
2010,,16 years and over,,,,,Bergara,PT,Bergara,7.7
2018,,16 years and over,,,,,Bermeo,PT,Bermeo,14.4
2015,,16 years and over,,,,,Bermeo,PT,Bermeo,20.4
2019,,16 years and over,,,,,Bermeo,PT,Bermeo,14.4
2020,,16 years and over,,,,,Bermeo,PT,Bermeo,13.8
2016,,16 years and over,,,,,Bermeo,PT,Bermeo,18.3
2010,,16 years and over,,,,,Bermeo,PT,Bermeo,11.7
2021,,16 years and over,,,,,Bermeo,PT,Bermeo,14.7
2021,,16 years and over,,,,,Bernedo,PT,Bernedo,7.6
2010,,16 years and over,,,,,Bernedo,PT,Bernedo,5.4
2019,,16 years and over,,,,,Bernedo,PT,Bernedo,5.6
2016,,16 years and over,,,,,Bernedo,PT,Bernedo,8.2
2020,,16 years and over,,,,,Bernedo,PT,Bernedo,8.1
2015,,16 years and over,,,,,Bernedo,PT,Bernedo,7.0
2018,,16 years and over,,,,,Bernedo,PT,Bernedo,10.2
2016,,16 years and over,,,,,Berriatua,PT,Berriatua,12.9
2018,,16 years and over,,,,,Berriatua,PT,Berriatua,10.7
2019,,16 years and over,,,,,Berriatua,PT,Berriatua,9.3
2010,,16 years and over,,,,,Berriatua,PT,Berriatua,13.4
2015,,16 years and over,,,,,Berriatua,PT,Berriatua,17.3
2020,,16 years and over,,,,,Berriatua,PT,Berriatua,9.6
2021,,16 years and over,,,,,Berriatua,PT,Berriatua,9.2
2016,,16 years and over,,,,,Berriz,PT,Berriz,13.3
2021,,16 years and over,,,,,Berriz,PT,Berriz,10.0
2020,,16 years and over,,,,,Berriz,PT,Berriz,9.2
2019,,16 years and over,,,,,Berriz,PT,Berriz,9.0
2018,,16 years and over,,,,,Berriz,PT,Berriz,10.4
2010,,16 years and over,,,,,Berriz,PT,Berriz,9.8
2015,,16 years and over,,,,,Berriz,PT,Berriz,15.8
2020,,16 years and over,,,,,Berrobi,PT,Berrobi,5.7
2016,,16 years and over,,,,,Berrobi,PT,Berrobi,16.5
2010,,16 years and over,,,,,Berrobi,PT,Berrobi,6.6
2015,,16 years and over,,,,,Berrobi,PT,Berrobi,14.4
2018,,16 years and over,,,,,Berrobi,PT,Berrobi,10.8
2019,,16 years and over,,,,,Berrobi,PT,Berrobi,9.2
2021,,16 years and over,,,,,Berrobi,PT,Berrobi,9.6
2021,,16 years and over,,,,,Bidania-Goiatz,PT,Bidania-Goiatz,7.0
2010,,16 years and over,,,,,Bidania-Goiatz,PT,Bidania-Goiatz,11.9
2018,,16 years and over,,,,,Bidania-Goiatz,PT,Bidania-Goiatz,6.3
2015,,16 years and over,,,,,Bidania-Goiatz,PT,Bidania-Goiatz,11.4
2020,,16 years and over,,,,,Bidania-Goiatz,PT,Bidania-Goiatz,7.7
2019,,16 years and over,,,,,Bidania-Goiatz,PT,Bidania-Goiatz,6.9
2016,,16 years and over,,,,,Bidania-Goiatz,PT,Bidania-Goiatz,7.5
2021,,16 years and over,,,,,Bilbao,PT,Bilbao,13.7
2019,,16 years and over,,,,,Bilbao,PT,Bilbao,13.2
2010,,16 years and over,,,,,Bilbao,PT,Bilbao,11.2
2016,,16 years and over,,,,,Bilbao,PT,Bilbao,18.7
2015,,16 years and over,,,,,Bilbao,PT,Bilbao,18.7
2020,,16 years and over,,,,,Bilbao,PT,Bilbao,12.3
2018,,16 years and over,,,,,Bilbao,PT,Bilbao,14.6
2015,,16 years and over,,,,,Busturia,PT,Busturia,15.0
2021,,16 years and over,,,,,Busturia,PT,Busturia,10.3
2019,,16 years and over,,,,,Busturia,PT,Busturia,10.8
2016,,16 years and over,,,,,Busturia,PT,Busturia,18.9
2020,,16 years and over,,,,,Busturia,PT,Busturia,11.0
2010,,16 years and over,,,,,Busturia,PT,Busturia,7.7
2018,,16 years and over,,,,,Busturia,PT,Busturia,16.0
2020,,16 years and over,,,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,8.5
2019,,16 years and over,,,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,9.1
2015,,16 years and over,,,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,13.8
2021,,16 years and over,,,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,10.5
2010,,16 years and over,,,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,8.0
2018,,16 years and over,,,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,10.8
2016,,16 years and over,,,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,12.6
2015,,16 years and over,,,,,Deba,PT,Deba,13.7
2021,,16 years and over,,,,,Deba,PT,Deba,8.3
2010,,16 years and over,,,,,Deba,PT,Deba,8.4
2020,,16 years and over,,,,,Deba,PT,Deba,6.8
2016,,16 years and over,,,,,Deba,PT,Deba,11.7
2018,,16 years and over,,,,,Deba,PT,Deba,8.8
2019,,16 years and over,,,,,Deba,PT,Deba,7.2
2018,,16 years and over,,,,,Derio,PT,Derio,8.8
2021,,16 years and over,,,,,Derio,PT,Derio,8.1
2020,,16 years and over,,,,,Derio,PT,Derio,6.1
2016,,16 years and over,,,,,Derio,PT,Derio,11.4
2015,,16 years and over,,,,,Derio,PT,Derio,13.6
2019,,16 years and over,,,,,Derio,PT,Derio,7.9
2010,,16 years and over,,,,,Derio,PT,Derio,7.8
2016,,16 years and over,,,,,Dima,PT,Dima,9.9
2010,,16 years and over,,,,,Dima,PT,Dima,8.2
2021,,16 years and over,,,,,Dima,PT,Dima,7.4
2015,,16 years and over,,,,,Dima,PT,Dima,9.2
2020,,16 years and over,,,,,Dima,PT,Dima,6.2
2019,,16 years and over,,,,,Dima,PT,Dima,6.2
2018,,16 years and over,,,,,Dima,PT,Dima,7.9
2015,,16 years and over,,,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,13.8
2019,,16 years and over,,,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,8.5
2016,,16 years and over,,,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,12.4
2010,,16 years and over,,,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,8.9
2020,,16 years and over,,,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,8.0
2018,,16 years and over,,,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,9.5
2021,,16 years and over,,,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,9.5
2018,,16 years and over,,,,,Durango,PT,Durango,9.7
2010,,16 years and over,,,,,Durango,PT,Durango,9.3
2015,,16 years and over,,,,,Durango,PT,Durango,14.4
2021,,16 years and over,,,,,Durango,PT,Durango,9.9
2020,,16 years and over,,,,,Durango,PT,Durango,8.9
2019,,16 years and over,,,,,Durango,PT,Durango,8.8
2016,,16 years and over,,,,,Durango,PT,Durango,12.6
2021,,16 years and over,,,,,Ea,PT,Ea,12.5
2020,,16 years and over,,,,,Ea,PT,Ea,8.1
2010,,16 years and over,,,,,Ea,PT,Ea,11.1
2019,,16 years and over,,,,,Ea,PT,Ea,7.5
2015,,16 years and over,,,,,Ea,PT,Ea,13.2
2018,,16 years and over,,,,,Ea,PT,Ea,9.7
2016,,16 years and over,,,,,Ea,PT,Ea,13.9
2010,,16 years and over,,,,,Eibar,PT,Eibar,8.7
2016,,16 years and over,,,,,Eibar,PT,Eibar,15.9
2015,,16 years and over,,,,,Eibar,PT,Eibar,16.4
2019,,16 years and over,,,,,Eibar,PT,Eibar,11.5
2020,,16 years and over,,,,,Eibar,PT,Eibar,11.2
2018,,16 years and over,,,,,Eibar,PT,Eibar,12.4
2021,,16 years and over,,,,,Eibar,PT,Eibar,11.6
2021,,16 years and over,,,,,Elantxobe,PT,Elantxobe,14.2
2019,,16 years and over,,,,,Elantxobe,PT,Elantxobe,15.4
2015,,16 years and over,,,,,Elantxobe,PT,Elantxobe,14.8
2010,,16 years and over,,,,,Elantxobe,PT,Elantxobe,9.9
2020,,16 years and over,,,,,Elantxobe,PT,Elantxobe,11.8
2016,,16 years and over,,,,,Elantxobe,PT,Elantxobe,18.4
2018,,16 years and over,,,,,Elantxobe,PT,Elantxobe,16.0
2016,,16 years and over,,,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,6.9
2010,,16 years and over,,,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,5.4
2021,,16 years and over,,,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,7.3
2018,,16 years and over,,,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,6.5
2015,,16 years and over,,,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,8.2
2020,,16 years and over,,,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,4.7
2019,,16 years and over,,,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,5.9
2016,,16 years and over,,,,,Elciego,PT,Elciego,12.5
2020,,16 years and over,,,,,Elciego,PT,Elciego,9.4
2021,,16 years and over,,,,,Elciego,PT,Elciego,12.8
2018,,16 years and over,,,,,Elciego,PT,Elciego,10.9
2019,,16 years and over,,,,,Elciego,PT,Elciego,10.6
2010,,16 years and over,,,,,Elciego,PT,Elciego,12.3
2015,,16 years and over,,,,,Elciego,PT,Elciego,21.2
2020,,16 years and over,,,,,Elduain,PT,Elduain,5.7
2018,,16 years and over,,,,,Elduain,PT,Elduain,6.7
2021,,16 years and over,,,,,Elduain,PT,Elduain,8.4
2019,,16 years and over,,,,,Elduain,PT,Elduain,5.7
2015,,16 years and over,,,,,Elduain,PT,Elduain,5.9
2010,,16 years and over,,,,,Elduain,PT,Elduain,8.5
2016,,16 years and over,,,,,Elduain,PT,Elduain,8.4
2018,,16 years and over,,,,,Elgeta,PT,Elgeta,8.0
2016,,16 years and over,,,,,Elgeta,PT,Elgeta,10.8
2020,,16 years and over,,,,,Elgeta,PT,Elgeta,6.4
2015,,16 years and over,,,,,Elgeta,PT,Elgeta,12.3
2021,,16 years and over,,,,,Elgeta,PT,Elgeta,5.1
2019,,16 years and over,,,,,Elgeta,PT,Elgeta,7.0
2010,,16 years and over,,,,,Elgeta,PT,Elgeta,7.9
2019,,16 years and over,,,,,Elgoibar,PT,Elgoibar,8.6
2016,,16 years and over,,,,,Elgoibar,PT,Elgoibar,13.0
2021,,16 years and over,,,,,Elgoibar,PT,Elgoibar,8.9
2015,,16 years and over,,,,,Elgoibar,PT,Elgoibar,13.5
2018,,16 years and over,,,,,Elgoibar,PT,Elgoibar,9.7
2010,,16 years and over,,,,,Elgoibar,PT,Elgoibar,8.4
2020,,16 years and over,,,,,Elgoibar,PT,Elgoibar,8.2
2018,,16 years and over,,,,,Elorrio,PT,Elorrio,9.0
2020,,16 years and over,,,,,Elorrio,PT,Elorrio,7.6
2021,,16 years and over,,,,,Elorrio,PT,Elorrio,8.4
2016,,16 years and over,,,,,Elorrio,PT,Elorrio,11.2
2010,,16 years and over,,,,,Elorrio,PT,Elorrio,8.7
2015,,16 years and over,,,,,Elorrio,PT,Elorrio,13.2
2019,,16 years and over,,,,,Elorrio,PT,Elorrio,8.9
2016,,16 years and over,,,,,Elvillar/Bilar,PT,Elvillar/Bilar,11.3
2021,,16 years and over,,,,,Elvillar/Bilar,PT,Elvillar/Bilar,11.5
2019,,16 years and over,,,,,Elvillar/Bilar,PT,Elvillar/Bilar,5.7
2015,,16 years and over,,,,,Elvillar/Bilar,PT,Elvillar/Bilar,13.9
2010,,16 years and over,,,,,Elvillar/Bilar,PT,Elvillar/Bilar,6.7
2020,,16 years and over,,,,,Elvillar/Bilar,PT,Elvillar/Bilar,6.5
2018,,16 years and over,,,,,Elvillar/Bilar,PT,Elvillar/Bilar,6.5
2015,,16 years and over,,,,,Erandio,PT,Erandio,18.2
2019,,16 years and over,,,,,Erandio,PT,Erandio,11.3
2021,,16 years and over,,,,,Erandio,PT,Erandio,12.1
2020,,16 years and over,,,,,Erandio,PT,Erandio,10.4
2010,,16 years and over,,,,,Erandio,PT,Erandio,10.4
2018,,16 years and over,,,,,Erandio,PT,Erandio,12.3
2016,,16 years and over,,,,,Erandio,PT,Erandio,17.3
2019,,16 years and over,,,,,Ereño,PT,Ereño,7.8
2010,,16 years and over,,,,,Ereño,PT,Ereño,4.5
2021,,16 years and over,,,,,Ereño,PT,Ereño,8.3
2020,,16 years and over,,,,,Ereño,PT,Ereño,10.1
2015,,16 years and over,,,,,Ereño,PT,Ereño,12.4
2018,,16 years and over,,,,,Ereño,PT,Ereño,9.2
2016,,16 years and over,,,,,Ereño,PT,Ereño,8.9
2019,,16 years and over,,,,,Ermua,PT,Ermua,11.1
2010,,16 years and over,,,,,Ermua,PT,Ermua,10.7
2020,,16 years and over,,,,,Ermua,PT,Ermua,11.2
2016,,16 years and over,,,,,Ermua,PT,Ermua,16.5
2018,,16 years and over,,,,,Ermua,PT,Ermua,11.7
2015,,16 years and over,,,,,Ermua,PT,Ermua,17.8
2021,,16 years and over,,,,,Ermua,PT,Ermua,11.9
2019,,16 years and over,,,,,Errenteria,PT,Errenteria,9.8
2021,,16 years and over,,,,,Errenteria,PT,Errenteria,10.4
2020,,16 years and over,,,,,Errenteria,PT,Errenteria,9.4
2016,,16 years and over,,,,,Errenteria,PT,Errenteria,15.1
2018,,16 years and over,,,,,Errenteria,PT,Errenteria,10.8
2015,,16 years and over,,,,,Errenteria,PT,Errenteria,15.8
2010,,16 years and over,,,,,Errenteria,PT,Errenteria,8.8
2016,,16 years and over,,,,,Errezil,PT,Errezil,12.9
2021,,16 years and over,,,,,Errezil,PT,Errezil,3.8
2020,,16 years and over,,,,,Errezil,PT,Errezil,5.9
2018,,16 years and over,,,,,Errezil,PT,Errezil,7.4
2015,,16 years and over,,,,,Errezil,PT,Errezil,15.2
2019,,16 years and over,,,,,Errezil,PT,Errezil,7.2
2010,,16 years and over,,,,,Errezil,PT,Errezil,7.0
2019,,16 years and over,,,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,7.7
2010,,16 years and over,,,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,5.5
2015,,16 years and over,,,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,13.2
2018,,16 years and over,,,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,8.1
2020,,16 years and over,,,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,7.4
2021,,16 years and over,,,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,8.9
2016,,16 years and over,,,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,9.2
2016,,16 years and over,,,,,Errigoiti,PT,Errigoiti,14.4
2021,,16 years and over,,,,,Errigoiti,PT,Errigoiti,10.1
2019,,16 years and over,,,,,Errigoiti,PT,Errigoiti,7.0
2015,,16 years and over,,,,,Errigoiti,PT,Errigoiti,13.2
2020,,16 years and over,,,,,Errigoiti,PT,Errigoiti,9.3
2018,,16 years and over,,,,,Errigoiti,PT,Errigoiti,8.4
2010,,16 years and over,,,,,Errigoiti,PT,Errigoiti,7.1
2010,,16 years and over,,,,,Eskoriatza,PT,Eskoriatza,7.8
2020,,16 years and over,,,,,Eskoriatza,PT,Eskoriatza,6.7
2019,,16 years and over,,,,,Eskoriatza,PT,Eskoriatza,7.0
2015,,16 years and over,,,,,Eskoriatza,PT,Eskoriatza,13.4
2021,,16 years and over,,,,,Eskoriatza,PT,Eskoriatza,8.3
2016,,16 years and over,,,,,Eskoriatza,PT,Eskoriatza,12.3
2018,,16 years and over,,,,,Eskoriatza,PT,Eskoriatza,7.5
2016,,16 years and over,,,,,Etxebarri,PT,Etxebarri,13.8
2020,,16 years and over,,,,,Etxebarri,PT,Etxebarri,8.4
2018,,16 years and over,,,,,Etxebarri,PT,Etxebarri,10.3
2019,,16 years and over,,,,,Etxebarri,PT,Etxebarri,9.0
2010,,16 years and over,,,,,Etxebarri,PT,Etxebarri,8.4
2021,,16 years and over,,,,,Etxebarri,PT,Etxebarri,9.7
2015,,16 years and over,,,,,Etxebarri,PT,Etxebarri,14.0
2019,,16 years and over,,,,,Etxebarria,PT,Etxebarria,7.0
2020,,16 years and over,,,,,Etxebarria,PT,Etxebarria,7.0
2021,,16 years and over,,,,,Etxebarria,PT,Etxebarria,9.1
2015,,16 years and over,,,,,Etxebarria,PT,Etxebarria,8.1
2010,,16 years and over,,,,,Etxebarria,PT,Etxebarria,6.1
2018,,16 years and over,,,,,Etxebarria,PT,Etxebarria,5.3
2016,,16 years and over,,,,,Etxebarria,PT,Etxebarria,9.7
2019,,16 years and over,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,4.0
2018,,16 years and over,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,5.3
2010,,16 years and over,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,8.8
2020,,16 years and over,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,4.0
2015,,16 years and over,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,8.3
2016,,16 years and over,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,6.6
2021,,16 years and over,,,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,9.0
2021,,16 years and over,,,,,Forua,PT,Forua,9.8
2019,,16 years and over,,,,,Forua,PT,Forua,11.0
2020,,16 years and over,,,,,Forua,PT,Forua,10.1
2015,,16 years and over,,,,,Forua,PT,Forua,15.7
2016,,16 years and over,,,,,Forua,PT,Forua,15.7
2018,,16 years and over,,,,,Forua,PT,Forua,11.2
2010,,16 years and over,,,,,Forua,PT,Forua,10.3
2010,,16 years and over,,,,,Fruiz,PT,Fruiz,6.3
2015,,16 years and over,,,,,Fruiz,PT,Fruiz,11.6
2021,,16 years and over,,,,,Fruiz,PT,Fruiz,6.5
2016,,16 years and over,,,,,Fruiz,PT,Fruiz,11.8
2020,,16 years and over,,,,,Fruiz,PT,Fruiz,6.4
2019,,16 years and over,,,,,Fruiz,PT,Fruiz,9.8
2018,,16 years and over,,,,,Fruiz,PT,Fruiz,6.7
2018,,16 years and over,,,,,Gabiria,PT,Gabiria,4.0
2010,,16 years and over,,,,,Gabiria,PT,Gabiria,8.1
2015,,16 years and over,,,,,Gabiria,PT,Gabiria,5.6
2020,,16 years and over,,,,,Gabiria,PT,Gabiria,6.2
2016,,16 years and over,,,,,Gabiria,PT,Gabiria,4.8
2019,,16 years and over,,,,,Gabiria,PT,Gabiria,4.4
2021,,16 years and over,,,,,Gabiria,PT,Gabiria,5.4
2021,,16 years and over,,,,,Gaintza,PT,Gaintza,3.1
2018,,16 years and over,,,,,Gaintza,PT,Gaintza,7.3
2019,,16 years and over,,,,,Gaintza,PT,Gaintza,1.8
2010,,16 years and over,,,,,Gaintza,PT,Gaintza,8.5
2016,,16 years and over,,,,,Gaintza,PT,Gaintza,3.7
2020,,16 years and over,,,,,Gaintza,PT,Gaintza,1.9
2015,,16 years and over,,,,,Gaintza,PT,Gaintza,8.9
2018,,16 years and over,,,,,Galdakao,PT,Galdakao,10.6
2021,,16 years and over,,,,,Galdakao,PT,Galdakao,10.0
2010,,16 years and over,,,,,Galdakao,PT,Galdakao,8.2
2015,,16 years and over,,,,,Galdakao,PT,Galdakao,14.9
2020,,16 years and over,,,,,Galdakao,PT,Galdakao,8.8
2016,,16 years and over,,,,,Galdakao,PT,Galdakao,13.5
2019,,16 years and over,,,,,Galdakao,PT,Galdakao,9.7
2021,,16 years and over,,,,,Galdames,PT,Galdames,10.8
2016,,16 years and over,,,,,Galdames,PT,Galdames,14.6
2018,,16 years and over,,,,,Galdames,PT,Galdames,11.1
2015,,16 years and over,,,,,Galdames,PT,Galdames,14.1
2020,,16 years and over,,,,,Galdames,PT,Galdames,11.2
2019,,16 years and over,,,,,Galdames,PT,Galdames,14.4
2010,,16 years and over,,,,,Galdames,PT,Galdames,6.1
2019,,16 years and over,,,,,Gamiz-Fika,PT,Gamiz-Fika,7.7
2010,,16 years and over,,,,,Gamiz-Fika,PT,Gamiz-Fika,7.2
2018,,16 years and over,,,,,Gamiz-Fika,PT,Gamiz-Fika,8.9
2016,,16 years and over,,,,,Gamiz-Fika,PT,Gamiz-Fika,12.3
2021,,16 years and over,,,,,Gamiz-Fika,PT,Gamiz-Fika,8.6
2020,,16 years and over,,,,,Gamiz-Fika,PT,Gamiz-Fika,6.3
2015,,16 years and over,,,,,Gamiz-Fika,PT,Gamiz-Fika,12.4
2010,,16 years and over,,,,,Garai,PT,Garai,6.2
2015,,16 years and over,,,,,Garai,PT,Garai,11.9
2016,,16 years and over,,,,,Garai,PT,Garai,9.2
2021,,16 years and over,,,,,Garai,PT,Garai,1.2
2018,,16 years and over,,,,,Garai,PT,Garai,4.7
2019,,16 years and over,,,,,Garai,PT,Garai,3.5
2020,,16 years and over,,,,,Garai,PT,Garai,4.0
2021,,16 years and over,,,,,Gatika,PT,Gatika,8.6
2020,,16 years and over,,,,,Gatika,PT,Gatika,6.9
2019,,16 years and over,,,,,Gatika,PT,Gatika,7.8
2018,,16 years and over,,,,,Gatika,PT,Gatika,7.8
2010,,16 years and over,,,,,Gatika,PT,Gatika,7.3
2016,,16 years and over,,,,,Gatika,PT,Gatika,11.8
2015,,16 years and over,,,,,Gatika,PT,Gatika,12.1
2021,,16 years and over,,,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,5.0
2020,,16 years and over,,,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,7.1
2019,,16 years and over,,,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,9.4
2018,,16 years and over,,,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,9.5
2015,,16 years and over,,,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,13.3
2010,,16 years and over,,,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,8.9
2016,,16 years and over,,,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,11.9
2016,,16 years and over,,,,,Gaztelu,PT,Gaztelu,11.0
2015,,16 years and over,,,,,Gaztelu,PT,Gaztelu,13.1
2021,,16 years and over,,,,,Gaztelu,PT,Gaztelu,7.1
2020,,16 years and over,,,,,Gaztelu,PT,Gaztelu,3.9
2019,,16 years and over,,,,,Gaztelu,PT,Gaztelu,4.0
2010,,16 years and over,,,,,Gaztelu,PT,Gaztelu,5.9
2018,,16 years and over,,,,,Gaztelu,PT,Gaztelu,6.5
